BU_CODE;WK_CODE;Gemeente;RES;Provincie;Aantal_woningen;Aantal_utiliteiten;Vraag_Aardgas;Vraag_MT_Warmte;Vraag_LT_Warmte;Vraag_ElektrischeWarmte;Vraag_Koude;Vraag_Elektriciteit;Vraag_Warmte_totaal;CO2_uitstoot_gas;CO2_uitstoot_elek;Maatschappelijke_kosten;nr_OrgEntity
'BU04570301';'WK045703';'Weesp';'Noord-Holland Zuid';'Noord-Holland';424;34;0;9860.70195;0;0;0;3799.29738;9860.70195;0;0;350855.238;5618
'BU04570302';'WK045703';'Weesp';'Noord-Holland Zuid';'Noord-Holland';930;155;0;22750.5742;0;0;0;8908.65608;22750.5742;0;0;1508560.54;5619
'BU04570303';'WK045703';'Weesp';'Noord-Holland Zuid';'Noord-Holland';904;100;0;21466.9153;0;0;0;8036.17538;21466.9153;0;0;1294893.98;5620
'BU04570304';'WK045703';'Weesp';'Noord-Holland Zuid';'Noord-Holland';75;333;0;2042.88572;0;0;0;659.376744;2042.88572;0;0;3529199.92;5621
'BU04570401';'WK045704';'Weesp';'Noord-Holland Zuid';'Noord-Holland';702;26;0;19820.1004;0;0;0;7075.80432;19820.1004;0;0;1229954.22;5622
'BU04570402';'WK045704';'Weesp';'Noord-Holland Zuid';'Noord-Holland';797;4;0;21680.8248;0;0;0;7750.44227;21680.8248;0;0;1242033.4;5623
'BU04570701';'WK045707';'Weesp';'Noord-Holland Zuid';'Noord-Holland';115;29;5021.43139;0;0;0;0;1376.34302;5021.43139;0;0;586016.143;5624
'BU04570801';'WK045708';'Weesp';'Noord-Holland Zuid';'Noord-Holland';136;109;6530.79201;0;0;0;0;1669.00449;6530.79201;0;0;908568.609;5625
'BU04570901';'WK045709';'Weesp';'Noord-Holland Zuid';'Noord-Holland';510;40;0;14283.6259;0;0;0;4918.1159;14283.6259;0;0;863047.936;5626
'BU04570902';'WK045709';'Weesp';'Noord-Holland Zuid';'Noord-Holland';12;31;0;460.510823;0;0;0;123.769883;460.510823;0;0;216340.393;5627
'BU04570903';'WK045709';'Weesp';'Noord-Holland Zuid';'Noord-Holland';33;5;0;1176.84313;0;0;0;329.454848;1176.84313;0;0;257898.794;5628
'BU16960000';'WK169600';'Wijdemeren';'Noord-Holland Zuid';'Noord-Holland';714;87;24811.3255;0;0;0;0;8019.72881;24811.3255;0;0;2316352.46;10098
'BU16960100';'WK169601';'Wijdemeren';'Noord-Holland Zuid';'Noord-Holland';158;25;6411.35098;0;0;0;0;1835.39128;6411.35098;0;0;553793.356;10099
'BU16960101';'WK169601';'Wijdemeren';'Noord-Holland Zuid';'Noord-Holland';2674;365;82305.0789;0;0;0;0;30062.7759;82305.0789;0;0;4870846.38;10100
'BU16960102';'WK169601';'Wijdemeren';'Noord-Holland Zuid';'Noord-Holland';75;11;0;3175.72142;0;0;0;782.438573;3175.72142;0;0;498842.555;10101
'BU16960103';'WK169601';'Wijdemeren';'Noord-Holland Zuid';'Noord-Holland';38;11;1795.86938;0;0;0;0;454.442734;1795.86938;0;0;187764.1;10102
