BU_CODE;I01_buurtcode;I02_buurtnaam;I03_wijkcode;I04_wijknaam;I05_gemeentecode;I06_gemeentenaam;I07_energieregionaam;I08_provincienaam;I09_aantal_woningen;I10_aantal_utiliteit;I11_woningequivalenten;Uitgesloten;H01_warmtetotaal;H02_Vraag_aardgas;H03_Vraag_groengas;H04_Vraag_elekwarmte;H05_Vraag_MTwarmte;H06_Vraag_LTwarmte;H07_Warmte_hectare;H08_Vraag_koude;H09_Vraag_elektotaal;H10_CO2_reductie;H11_Nat_abskosten;H12_Nat_meerkosten;H13_Nat_meerkost_CO2;H16_Nat_meerkost_WEQ;nrAansl_gas;nrAansl_mWKK;nrAansl_eWP;nrAansl_HWP;nrAansl_EWV;nrAansl_RestWarmte;nrAansl_GeoThermie;nrAansl_WijkWKK;nrAansl_BioWKK;nrAansl_WKO;nrAansl_Lt15_30;nrAansl_Lt15_50;nrAansl_Lt15_70;nrAansl_Lt30_30;nrAansl_Lt30_50;nrAansl_Lt30_70;nrAansl_TEO;nr_OrgEntity
BU04060328;BU04060328;Tafelberger Heide;WK040603;Wijk 03 Erica en Tafelberg;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;1;1;2;False;32;0;27;5;0;0;1;5;28;4;4970;1913;444;1498;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5355
BU04060329;BU04060329;Rijsbergen;WK040603;Wijk 03 Erica en Tafelberg;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;4;3;36;False;10;0;8;2;0;0;10;1;25;78;77707;28201;359;796;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;5356
BU04060330;BU04060330;Huizerhoogt;WK040603;Wijk 03 Erica en Tafelberg;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;42;2;43;False;32;0;28;4;0;0;160;3;15;154;123889;56449;366;1315;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5357
BU04060409;BU04060409;Sijsjesberg;WK040604;Wijk 04 Staatslieden en Componistenbuurt;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;244;3;247;False;33;0;29;4;0;0;435;2;15;913;665960;327667;359;1329;0;0;0;247;0;0;0;0;0;0;0;0;0;0;0;0;0;5358
BU04060410;BU04060410;Zuidereng;WK040604;Wijk 04 Staatslieden en Componistenbuurt;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;980;50;1091;False;26;0;23;3;0;0;331;2;16;3155;2360657;1073493;340;984;0;0;0;1030;0;0;0;0;0;0;0;0;0;0;0;0;0;5359
BU04060511;BU04060511;Gooierhoofd;WK040605;Wijk 05 Havengebied;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;359;19;467;False;22;0;19;3;0;0;358;2;19;1040;864112;357729;344;767;0;0;0;378;0;0;0;0;0;0;0;0;0;0;0;0;0;5360
BU04060512;BU04060512;Wolfskamer;WK040605;Wijk 05 Havengebied;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;34;31;210;False;22;0;18;4;0;0;79;3;41;541;561492;186309;344;887;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;5361
BU04060513;BU04060513;Industriewijk t Plaveen;WK040605;Wijk 05 Havengebied;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;232;128;1132;False;15;0;12;3;0;0;271;1;43;2391;3175579;1086294;454;960;0;0;0;360;0;0;0;0;0;0;0;0;0;0;0;0;0;5362
BU04060614;BU04060614;Bovenweg;WK040606;Wijk 06 Zenderwijk en Bovenweg;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;1331;97;1666;False;20;0;18;2;0;0;808;2;18;3431;2824554;1152576;336;692;0;0;0;1428;0;0;0;0;0;0;0;0;0;0;0;0;0;5363
BU04060615;BU04060615;Zenderwijk;WK040606;Wijk 06 Zenderwijk en Bovenweg;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;559;45;608;False;21;0;19;2;0;0;634;2;15;1521;1142964;494367;325;814;0;0;0;604;0;0;0;0;0;0;0;0;0;0;0;0;0;5364
BU04060716;BU04060716;Stad en Lande;WK040607;Wijk 07 Stad en Lande;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;1599;289;1822;False;22;0;19;3;0;0;507;2;18;4304;3431122;1392568;324;764;0;0;0;1888;0;0;0;0;0;0;0;0;0;0;0;0;0;5365
BU04060817;BU04060817;Huizermaat West;WK040608;Wijk 08 Huizermaat West en Zuid;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;1453;168;1582;False;21;0;19;2;0;0;531;2;16;3446;2853099;1256921;365;795;0;0;0;1621;0;0;0;0;0;0;0;0;0;0;0;0;0;5366
BU04060818;BU04060818;Huizermaat Zuid;WK040608;Wijk 08 Huizermaat West en Zuid;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;1366;80;1583;False;19;0;17;2;0;0;733;1;17;3037;2697962;1152890;380;728;0;0;0;1446;0;0;0;0;0;0;0;0;0;0;0;0;0;5367
BU04060919;BU04060919;Huizermaat Noord;WK040609;Wijk 09 Huizermaat Noord;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;1409;60;1438;False;21;0;19;2;0;0;714;2;13;2943;2328413;1072815;365;746;0;0;0;1469;0;0;0;0;0;0;0;0;0;0;0;0;0;5368
