BU_CODE;WK_CODE;Gemeente;RES;Provincie;WarmteAllocatieOptie;Aantal_WoningEQ;Aantal_woningen;Aantal_utiliteiten;Vraag_Aardgas;Vraag_MT_Warmte;Vraag_LT_Warmte;Vraag_ElektrischeWarmte;Vraag_Koude;Vraag_Elektriciteit;Vraag_Warmte_totaal;Vraag_Warmte_perhectare;CO2_reductie;Nat_abskosten;Nat_meerkosten;Nat_meerkost_CO2;CO2_uitstoot_gas;CO2_uitstoot_elek;Maatschappelijke_kosten;Aansl_aardgas;Aansl_eWP;Aansl_MT;Aansl_LT;Aansl_hWPgroengas;Aansl_HRgroengas;nr_OrgEntity
BU04170329;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;380.276923;296;84.2769231;0;0;0;11;2;27;11;42;1594;1131812;240617;151;0;0;1061210.69;0;315;0;0;0;0;5399
BU04570001;WK045700;Weesp;Noord-Holland Zuid;Noord-Holland;;1519.8;1194;325.8;0;0;0;7;2;26;7;330;4209;3335187;1036423;246;0;0;2895294.67;0;1373;0;0;0;0;5610
BU04570002;WK045700;Weesp;Noord-Holland Zuid;Noord-Holland;;586.484615;513;73.4846154;0;0;0;7;2;21;7;469;1461;1145368;426910;292;0;0;991681.435;0;560;0;0;0;0;5611
BU04570101;WK045701;Weesp;Noord-Holland Zuid;Noord-Holland;;750.023077;118;632.023077;0;0;0;6;1;33;6;88;1871;1199046;-89210;-48;0;0;965045.421;0;169;0;0;0;0;5612
BU04570102;WK045701;Weesp;Noord-Holland Zuid;Noord-Holland;;415.707692;368;47.7076923;0;0;0;7;1;21;7;327;945;775917;279097;295;0;0;663855.792;0;390;0;0;0;0;5613
BU04570103;WK045701;Weesp;Noord-Holland Zuid;Noord-Holland;;333.415385;314;19.4153846;0;0;0;8;2;21;8;219;832;741972;280713;337;0;0;662737.936;0;331;0;0;0;0;5614
BU04570104;WK045701;Weesp;Noord-Holland Zuid;Noord-Holland;;259.3;254;5.3;0;0;0;8;2;21;8;221;662;610091;252810;382;0;0;545520.981;0;295;0;0;0;0;5615
BU04570201;WK045702;Weesp;Noord-Holland Zuid;Noord-Holland;;1162.01538;1106;56.0153846;0;0;0;7;1;18;7;325;2175;1923703;789364;363;0;0;1624727.61;0;1132;0;0;0;0;5616
BU04570202;WK045702;Weesp;Noord-Holland Zuid;Noord-Holland;;553.353846;500;53.3538462;0;0;0;7;2;19;7;328;1078;998419;385768;358;0;0;858210.328;0;551;0;0;0;0;5617
BU04570301;WK045703;Weesp;Noord-Holland Zuid;Noord-Holland;;459.5;424;35.5;0;0;0;6;2;19;6;157;873;735955;276178;317;0;0;612629.757;0;458;0;0;0;0;5618
BU04570302;WK045703;Weesp;Noord-Holland Zuid;Noord-Holland;;1004.14615;930;74.1461538;0;0;0;6;2;20;6;281;2099;1976737;793102;378;0;0;1697888.79;0;1085;0;0;0;0;5619
BU04570303;WK045703;Weesp;Noord-Holland Zuid;Noord-Holland;;1030.17692;904;126.176923;0;0;0;6;2;19;6;343;1853;1600774;527940;285;0;0;1324815.77;0;1004;0;0;0;0;5620
BU04570304;WK045703;Weesp;Noord-Holland Zuid;Noord-Holland;;2695.4;75;2620.4;0;0;0;4;1;21;4;131;5845;3220712;-357022;-61;0;0;2757490.34;0;408;0;0;0;0;5621
BU04570401;WK045704;Weesp;Noord-Holland Zuid;Noord-Holland;;756.723077;702;54.7230769;0;0;0;7;1;20;7;217;1646;1489182;564052;343;0;0;1299737.33;0;728;0;0;0;0;5622
BU04570402;WK045704;Weesp;Noord-Holland Zuid;Noord-Holland;;797.338462;797;0.338461538;0;0;0;7;1;18;7;230;1660;1464516;621874;375;0;0;1276975.33;0;801;0;0;0;0;5623
BU04570701;WK045707;Weesp;Noord-Holland Zuid;Noord-Holland;;165.461538;115;50.4615385;0;0;0;10;3;32;10;3;493;516392;58636;119;0;0;491259.209;0;144;0;0;0;0;5624
BU04570801;WK045708;Weesp;Noord-Holland Zuid;Noord-Holland;;220.430769;136;84.4307692;0;0;0;10;5;33;10;2;685;876080;167443;244;0;0;858407.276;0;245;0;0;0;0;5625
BU04570901;WK045709;Weesp;Noord-Holland Zuid;Noord-Holland;;627.553846;510;117.553846;0;0;0;7;2;28;7;158;1228;1095390;193533;158;0;0;909111.672;0;550;0;0;0;0;5626
BU04570902;WK045709;Weesp;Noord-Holland Zuid;Noord-Holland;;297.507692;12;285.507692;0;0;0;4;1;30;4;69;525;325308;-167691;-320;0;0;246624.706;0;43;0;0;0;0;5627
BU04570903;WK045709;Weesp;Noord-Holland Zuid;Noord-Holland;;36.7461538;33;3.74615385;0;0;0;9;3;26;9;1;95;228737;-1778;-19;0;0;245896.241;0;38;0;0;0;0;5628
