BU_CODE;WK_CODE;Gemeente;RES;Provincie;WarmteAllocatieOptie;Aantal_WoningEQ;Aantal_woningen;Aantal_utiliteiten;Vraag_Aardgas;Vraag_MT_Warmte;Vraag_LT_Warmte;Vraag_ElektrischeWarmte;Vraag_Koude;Vraag_Elektriciteit;Vraag_Warmte_totaal;Vraag_Warmte_perhectare;CO2_reductie;Nat_abskosten;Nat_meerkosten;Nat_meerkost_CO2;CO2_uitstoot_gas;CO2_uitstoot_elek;Maatschappelijke_kosten;Aansl_aardgas;Aansl_eWP;Aansl_MT;Aansl_LT;Aansl_hWPgroengas;Aansl_HRgroengas;nr_OrgEntity
BU04020103;WK040201;Hilversum;Noord-Holland Zuid;Noord-Holland;;1013.02308;836;177.023077;0;26;0;0;1;16;37;1848;2636;3907953;2594021;984;0;0;3345101.79;0;0;894;0;0;0;5231
BU04020104;WK040201;Hilversum;Noord-Holland Zuid;Noord-Holland;;1740.83846;936;804.838462;0;20;0;0;2;34;30;2539;4072;6785489;3740030;918;0;0;5762880.52;0;0;1199;0;0;0;5232
BU04020201;WK040202;Hilversum;Noord-Holland Zuid;Noord-Holland;;2208.23846;1530;678.238462;0;30;0;0;2;23;44;1073;7274;8466353;4558884;627;0;0;6888062.18;0;0;1741;0;0;0;5233
BU04020202;WK040202;Hilversum;Noord-Holland Zuid;Noord-Holland;;1017.4;641;376.4;0;34;0;0;2;30;51;1148;4060;5162048;2903000;715;0;0;4351885.45;0;0;730;0;0;0;5234
BU04020203;WK040202;Hilversum;Noord-Holland Zuid;Noord-Holland;;1177.86154;471;706.861538;0;27;0;0;1;41;42;1680;4117;5337665;2711065;659;0;0;4600649.56;0;0;529;0;0;0;5235
BU04020204;WK040202;Hilversum;Noord-Holland Zuid;Noord-Holland;;849.923077;577;272.923077;0;34;0;0;2;22;48;331;2799;4720819;2862825;1023;0;0;3874748.58;0;0;634;0;0;0;5236
BU04020205;WK040202;Hilversum;Noord-Holland Zuid;Noord-Holland;;364.284615;286;78.2846154;0;38;0;0;2;23;54;526;1349;2560880;1791299;1328;0;0;2239784.11;0;0;310;0;0;0;5237
BU04020206;WK040202;Hilversum;Noord-Holland Zuid;Noord-Holland;;2443.33846;7;2436.33846;0;24;0;0;1;53;39;1664;7929;10132930;4224289;533;0;0;8716723.52;0;0;109;0;0;0;5238
BU04020301;WK040203;Hilversum;Noord-Holland Zuid;Noord-Holland;;726.869231;16;710.869231;0;15;0;0;1;43;22;259;1179;4022558;2386180;2023;0;0;3610798.45;0;0;135;0;0;0;5239
BU04020302;WK040203;Hilversum;Noord-Holland Zuid;Noord-Holland;;623.746154;616;7.74615385;0;31;0;0;1;13;42;2066;1609;2738651;1978679;1230;0;0;2314249.67;0;0;625;0;0;0;5240
BU04020303;WK040203;Hilversum;Noord-Holland Zuid;Noord-Holland;;971.346154;845;126.346154;0;25;0;0;2;15;34;1317;2115;3481385;2343928;1108;0;0;2937494.79;0;0;925;0;0;0;5241
BU04020304;WK040203;Hilversum;Noord-Holland Zuid;Noord-Holland;;3908.41538;3034;874.415385;0;23;0;0;2;19;31;867;7827;9989060;4876561;623;0;0;7633735.52;0;0;3522;0;0;0;5242
BU04020401;WK040204;Hilversum;Noord-Holland Zuid;Noord-Holland;;1470.63846;1300;170.638462;0;29;0;0;2;18;40;2153;3947;5188610;3242191;822;0;0;4204752.51;0;0;1516;0;0;0;5243
BU04020402;WK040204;Hilversum;Noord-Holland Zuid;Noord-Holland;;2494.72308;2307;187.723077;0;29;0;0;1;16;39;1658;6165;7533469;4323190;701;0;0;5719678.63;0;0;2463;0;0;0;5244
BU04020403;WK040204;Hilversum;Noord-Holland Zuid;Noord-Holland;;852.346154;810;42.3461538;0;35;0;0;2;16;48;1261;2631;3831949;2553213;971;0;0;3141213.79;0;0;937;0;0;0;5245
BU04020404;WK040204;Hilversum;Noord-Holland Zuid;Noord-Holland;;1744.03846;1620;124.038462;0;30;0;0;2;15;41;1696;4574;5702099;3437973;752;0;0;4504727.58;0;0;1876;0;0;0;5246
BU04020405;WK040204;Hilversum;Noord-Holland Zuid;Noord-Holland;;2421.75385;2277;144.753846;0;25;0;0;2;13;34;1503;5051;6342307;3687485;730;0;0;4989319.3;0;0;2706;0;0;0;5247
BU04020501;WK040205;Hilversum;Noord-Holland Zuid;Noord-Holland;;2060.36154;1437;623.361538;0;33;0;0;2;23;47;1117;6747;8558750;4780863;709;0;0;6905265.43;0;0;1684;0;0;0;5248
BU04020502;WK040205;Hilversum;Noord-Holland Zuid;Noord-Holland;;675.9;624;51.9;0;35;0;0;3;15;47;230;1896;3318386;2195532;1158;0;0;2743111.83;0;0;675;0;0;0;5249
BU04020503;WK040205;Hilversum;Noord-Holland Zuid;Noord-Holland;;1620.23846;240;1380.23846;0;24;0;0;1;48;34;1107;3449;7015173;3438697;997;0;0;5963569.99;0;0;395;0;0;0;5250
BU04020504;WK040205;Hilversum;Noord-Holland Zuid;Noord-Holland;;121.176923;97;24.1769231;0;50;0;0;2;19;70;269;566;1903022;1550346;2738;0;0;1778595.68;0;0;101;0;0;0;5251
BU04020505;WK040205;Hilversum;Noord-Holland Zuid;Noord-Holland;;2147.09231;1933;214.092308;0;23;0;0;1;13;31;1568;4149;5870154;3634533;876;0;0;4827885.02;0;0;2142;0;0;0;5252
BU04020506;WK040205;Hilversum;Noord-Holland Zuid;Noord-Holland;;2.78461538;0;2.78461538;0;9;0;0;8;65;12;7;2;1140683;1093431;550391;0;0;1131491.72;0;0;2;0;0;0;5253
BU04020601;WK040206;Hilversum;Noord-Holland Zuid;Noord-Holland;;1559.46923;1200;359.469231;0;26;0;0;1;19;37;2086;3938;5522980;3397072;863;0;0;4575212.16;0;0;1311;0;0;0;5254
BU04020602;WK040206;Hilversum;Noord-Holland Zuid;Noord-Holland;;1288.54615;1066;222.546154;0;26;0;0;1;18;36;2001;3092;4623796;2952055;955;0;0;3844996.32;0;0;1113;0;0;0;5255
BU04020603;WK040206;Hilversum;Noord-Holland Zuid;Noord-Holland;;2268.59231;1916;352.592308;0;25;0;0;1;18;34;1656;4989;6596579;3762502;754;0;0;5225519.66;0;0;2058;0;0;0;5256
BU04020604;WK040206;Hilversum;Noord-Holland Zuid;Noord-Holland;;2463.03846;2251;212.038462;0;25;0;0;1;15;34;1700;5379;6744052;3902731;726;0;0;5119802.27;0;0;2335;0;0;0;5257
BU04020605;WK040206;Hilversum;Noord-Holland Zuid;Noord-Holland;;2858.4;2403;455.4;0;29;0;0;2;20;40;1503;7686;8818929;4686030;610;0;0;6988099.09;0;0;2629;0;0;0;5258
BU04020606;WK040206;Hilversum;Noord-Holland Zuid;Noord-Holland;;216.623077;204;12.6230769;0;28;0;0;2;12;36;430;415;1889987;1571289;3784;0;0;1717118.22;0;0;208;0;0;0;5259
BU04020701;WK040207;Hilversum;Noord-Holland Zuid;Noord-Holland;;1031.49231;890;141.492308;0;31;0;0;2;17;43;1342;2931;4433185;2884980;984;0;0;3672414.04;0;0;928;0;0;0;5260
BU04020702;WK040207;Hilversum;Noord-Holland Zuid;Noord-Holland;;811.992308;767;44.9923077;0;30;0;0;2;15;41;1454;2160;3582577;2517024;1165;0;0;2939820.26;0;0;849;0;0;0;5261
BU04020703;WK040207;Hilversum;Noord-Holland Zuid;Noord-Holland;;3926.90769;3684;242.907692;0;24;0;0;1;13;32;1347;7633;9553047;5433429;712;0;0;7187686.88;0;0;3960;0;0;0;5262
BU04020704;WK040207;Hilversum;Noord-Holland Zuid;Noord-Holland;;20.1307692;9;11.1307692;0;37;0;0;2;41;51;41;64;1231193;1169900;18171;0;0;1203755;0;0;11;0;0;0;5263
BU04020801;WK040208;Hilversum;Noord-Holland Zuid;Noord-Holland;;1889.7;1827;62.7;0;29;0;0;2;14;39;715;4395;5457775;3033761;690;0;0;4021363.7;0;0;1913;0;0;0;5264
BU04020901;WK040209;Hilversum;Noord-Holland Zuid;Noord-Holland;;93.4538462;12;81.4538462;0;24;0;0;4;39;35;4;238;1783592;1368431;5744;0;0;1737261.52;0;0;34;0;0;0;5265
BU04020902;WK040209;Hilversum;Noord-Holland Zuid;Noord-Holland;;15.5769231;0;15.5769231;0;21;0;0;5;44;29;6;26;1409636;1346617;51875;0;0;1392461.88;0;0;5;0;0;0;5266
BU04020903;WK040209;Hilversum;Noord-Holland Zuid;Noord-Holland;;488.438462;19;469.438462;0;36;0;0;1;39;62;49;3207;3672724;2346659;732;0;0;3409384.45;0;0;54;0;0;0;5267
BU04020904;WK040209;Hilversum;Noord-Holland Zuid;Noord-Holland;;85.7076923;37;48.7076923;0;33;0;0;2;41;50;30;352;1720486;1400090;3981;0;0;1654475.02;0;0;50;0;0;0;5268
BU04020905;WK040209;Hilversum;Noord-Holland Zuid;Noord-Holland;;567.946154;134;433.946154;0;29;0;0;2;26;44;32;1959;3602244;2447054;1249;0;0;3136147.22;0;0;221;0;0;0;5269
BU04020906;WK040209;Hilversum;Noord-Holland Zuid;Noord-Holland;;9.47692308;6;3.47692308;0;52;0;0;9;22;70;7;40;1187605;1126729;28489;0;0;1174298.6;0;0;8;0;0;0;5270
BU04020907;WK040209;Hilversum;Noord-Holland Zuid;Noord-Holland;;23.8769231;4;19.8769231;0;27;0;0;7;46;38;3;61;1239464;1170391;19208;0;0;1211671.6;0;0;11;0;0;0;5271
BU04060001;WK040600;Huizen;Noord-Holland Zuid;Noord-Holland;;2155.90769;1673;482.907692;0;29;0;0;2;24;41;1498;6000;7282382;3697956;616;0;0;5617593.25;0;0;1902;0;0;0;5346
BU04060002;WK040600;Huizen;Noord-Holland Zuid;Noord-Holland;;1327.33077;1250;77.3307692;0;31;0;0;2;16;43;1218;3667;4537369;2622055;715;0;0;3513004.77;0;0;1316;0;0;0;5347
BU04060103;WK040601;Huizen;Noord-Holland Zuid;Noord-Holland;;1108.48462;1008;100.484615;0;34;0;0;2;15;47;779;3222;4306702;2524416;783;0;0;3302377.58;0;0;1042;0;0;0;5348
BU04060204;WK040602;Huizen;Noord-Holland Zuid;Noord-Holland;;94.0923077;94;0.0923076923;0;54;0;0;3;14;72;78;388;1491609;1165703;3004;0;0;1344954.41;0;0;96;0;0;0;5349
BU04060205;WK040602;Huizen;Noord-Holland Zuid;Noord-Holland;;144.846154;109;35.8461538;0;42;0;0;2;26;61;78;630;1734586;1320550;2096;0;0;1573774.42;0;0;113;0;0;0;5350
BU04060206;WK040602;Huizen;Noord-Holland Zuid;Noord-Holland;;360.592308;149;211.592308;0;39;0;0;2;29;59;144;1779;2899766;1874307;1053;0;0;2528352.21;0;0;165;0;0;0;5351
BU04060307;WK040603;Huizen;Noord-Holland Zuid;Noord-Holland;;34.8923077;32;2.89230769;0;49;0;0;3;16;67;35;139;1131657;1017887;7337;0;0;1087831.38;0;0;35;0;0;0;5352
BU04060308;WK040603;Huizen;Noord-Holland Zuid;Noord-Holland;;66.8307692;63;3.83076923;0;51;0;0;3;16;69;64;275;1334928;1142453;4150;0;0;1237186.82;0;0;69;0;0;0;5353
BU04060327;WK040603;Huizen;Noord-Holland Zuid;Noord-Holland;;8.36153846;7;1.36153846;0;46;0;0;5;22;61;6;29;1037835;985302;33613;0;0;1022091.68;0;0;9;0;0;0;5354
BU04060328;WK040603;Huizen;Noord-Holland Zuid;Noord-Holland;;1.27692308;1;0.276923077;0;47;0;0;5;26;62;1;4;1002618;995128;231163;0;0;988487.945;0;0;2;0;0;0;5355
BU04060329;WK040603;Huizen;Noord-Holland Zuid;Noord-Holland;;35.4307692;4;31.4307692;0;13;0;0;1;26;23;24;78;1163561;1095804;13966;0;0;1137300.8;0;0;7;0;0;0;5356
BU04060330;WK040603;Huizen;Noord-Holland Zuid;Noord-Holland;;42.9153846;42;0.915384615;0;44;0;0;3;14;60;300;154;1182538;1077706;6985;0;0;1140115.26;0;0;44;0;0;0;5357
BU04060409;WK040604;Huizen;Noord-Holland Zuid;Noord-Holland;;246.461538;244;2.46153846;0;45;0;0;2;14;61;803;913;1814391;1360788;1490;0;0;1586066.95;0;0;247;0;0;0;5358
BU04060410;WK040604;Huizen;Noord-Holland Zuid;Noord-Holland;;1090.51538;980;110.515385;0;34;0;0;2;15;47;598;3155;4073125;2376218;753;0;0;3193415.6;0;0;1030;0;0;0;5359
BU04060511;WK040605;Huizen;Noord-Holland Zuid;Noord-Holland;;466.261538;359;107.261538;0;28;0;0;2;18;38;618;1040;2002401;1388034;1334;0;0;1751796.53;0;0;378;0;0;0;5360
BU04060512;WK040605;Huizen;Noord-Holland Zuid;Noord-Holland;;209.992308;34;175.992308;0;30;0;0;3;40;42;152;541;1682005;1229533;2273;0;0;1561137.99;0;0;65;0;0;0;5361
BU04060513;WK040605;Huizen;Noord-Holland Zuid;Noord-Holland;;1131.62308;232;899.623077;0;20;0;0;1;43;29;524;2391;5308998;2708177;1132;0;0;4501428.6;0;0;360;0;0;0;5362
BU04060614;WK040606;Huizen;Noord-Holland Zuid;Noord-Holland;;1665.47692;1331;334.476923;0;25;0;0;2;17;34;1373;3431;4658046;2617327;763;0;0;3686489.01;0;0;1428;0;0;0;5363
BU04060615;WK040606;Huizen;Noord-Holland Zuid;Noord-Holland;;607.546154;559;48.5461538;0;28;0;0;2;15;39;1177;1521;2483940;1673060;1100;0;0;2090448.71;0;0;604;0;0;0;5364
BU04060716;WK040607;Huizen;Noord-Holland Zuid;Noord-Holland;;1821.89231;1599;222.892308;0;28;0;0;2;18;38;876;4304;5451602;2941621;684;0;0;4036358.61;0;0;1888;0;0;0;5365
BU04060817;WK040608;Huizen;Noord-Holland Zuid;Noord-Holland;;1581.76154;1453;128.761538;0;27;0;0;2;15;36;910;3446;4577039;2570208;746;0;0;3339290.56;0;0;1621;0;0;0;5366
BU04060818;WK040608;Huizen;Noord-Holland Zuid;Noord-Holland;;1582.82308;1366;216.823077;0;24;0;0;1;17;32;1235;3037;4371401;2501788;824;0;0;3395882.35;0;0;1446;0;0;0;5367
BU04060919;WK040609;Huizen;Noord-Holland Zuid;Noord-Holland;;1437.36923;1409;28.3692308;0;26;0;0;2;12;35;1189;2943;3808174;2241007;761;0;0;2916446.76;0;0;1469;0;0;0;5368
BU04061020;WK040610;Huizen;Noord-Holland Zuid;Noord-Holland;;778.253846;750;28.2538462;0;26;0;0;1;12;35;1013;1601;2596980;1748349;1092;0;0;2137729.1;0;0;778;0;0;0;5369
BU04061021;WK040610;Huizen;Noord-Holland Zuid;Noord-Holland;;222.569231;221;1.56923077;0;29;0;0;2;13;39;873;518;1514276;1237559;2391;0;0;1335564.61;0;0;233;0;0;0;5370
BU04061123;WK040611;Huizen;Noord-Holland Zuid;Noord-Holland;;1492.73077;1478;14.7307692;0;28;0;0;1;12;37;1037;3211;3971768;2287221;712;0;0;2936763.19;0;0;1513;0;0;0;5371
BU04061124;WK040611;Huizen;Noord-Holland Zuid;Noord-Holland;;911.446154;821;90.4461538;0;23;0;0;1;15;31;1826;1687;2805954;1885624;1118;0;0;2363649.03;0;0;879;0;0;0;5372
BU04061125;WK040611;Huizen;Noord-Holland Zuid;Noord-Holland;;622.346154;593;29.3461538;0;25;0;0;1;12;33;699;1201;2281136;1611721;1341;0;0;1905178.83;0;0;601;0;0;0;5373
BU04061226;WK040612;Huizen;Noord-Holland Zuid;Noord-Holland;;822.530769;801;21.5307692;0;31;0;0;2;12;40;884;1734;2545471;1549605;894;0;0;1942478.22;0;0;811;0;0;0;5374
BU04061231;WK040612;Huizen;Noord-Holland Zuid;Noord-Holland;;120;120;0;0;36;0;0;2;12;47;978;294;1158300;1003423;3412;0;0;1071595.92;0;0;120;0;0;0;5375
BU04170320;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;1735.95385;995;740.953846;0;29;0;0;3;31;43;1026;5821;7499287;3975888;683;0;0;6057155.18;0;0;1369;0;0;0;5390
BU04170321;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;174.6;5;169.6;0;26;0;0;1;64;52;15;1034;2221879;1651522;1597;0;0;2097790.22;0;0;11;0;0;0;5391
BU04170322;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;683.8;569;114.8;0;31;0;0;2;20;42;579;1758;3123600;2081097;1184;0;0;2579446.25;0;0;621;0;0;0;5392
BU04170323;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;545.192308;512;33.1923077;0;41;0;0;2;16;56;309;1881;3195054;2205955;1173;0;0;2643645.7;0;0;553;0;0;0;5393
BU04170324;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;183.223077;164;19.2230769;0;28;0;0;2;14;36;759;373;1623275;1410698;3784;0;0;1502691.78;0;0;169;0;0;0;5394
BU04170325;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;161.346154;154;7.34615385;0;53;0;0;3;15;71;143;659;1952683;1549200;2352;0;0;1711597.08;0;0;157;0;0;0;5395
BU04170326;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;164.961538;109;55.9615385;0;42;0;0;2;18;58;194;627;2059863;1671564;2667;0;0;1895355.96;0;0;116;0;0;0;5396
BU04170327;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;371.030769;246;125.030769;0;41;0;0;2;22;56;247;1259;2617426;1862764;1480;0;0;2246920.35;0;0;256;0;0;0;5397
BU04170328;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;2375.52308;2199;176.523077;0;31;0;0;2;16;43;1065;6640;7790181;4361510;657;0;0;5759163.99;0;0;2402;0;0;0;5398
BU04170329;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;380.276923;296;84.2769231;0;42;0;0;2;19;60;226;1594;2791541;1900346;1192;0;0;2389395.36;0;0;315;0;0;0;5399
BU04570001;WK045700;Weesp;Noord-Holland Zuid;Noord-Holland;;1519.8;1194;325.8;0;27;0;0;2;21;38;1794;4209;5046980;2748216;653;0;0;4140670.41;0;0;1373;0;0;0;5610
BU04570002;WK045700;Weesp;Noord-Holland Zuid;Noord-Holland;;586.484615;513;73.4846154;0;26;0;0;2;15;36;2411;1461;2294250;1575792;1078;0;0;1991958.15;0;0;560;0;0;0;5611
BU04570101;WK045701;Weesp;Noord-Holland Zuid;Noord-Holland;;750.023077;118;632.023077;0;21;0;0;1;30;32;469;1871;3460752;2172496;1161;0;0;3043709.37;0;0;169;0;0;0;5612
BU04570102;WK045701;Weesp;Noord-Holland Zuid;Noord-Holland;;415.707692;368;47.7076923;0;26;0;0;1;16;36;1681;945;1908231;1411411;1494;0;0;1687802.57;0;0;390;0;0;0;5613
BU04570103;WK045701;Weesp;Noord-Holland Zuid;Noord-Holland;;333.415385;314;19.4153846;0;30;0;0;2;15;41;1122;832;1818378;1357119;1631;0;0;1580088.86;0;0;331;0;0;0;5614
BU04570104;WK045701;Weesp;Noord-Holland Zuid;Noord-Holland;;259.3;254;5.3;0;30;0;0;2;14;41;1134;662;1610977;1253696;1894;0;0;1427208.74;0;0;295;0;0;0;5615
BU04570201;WK045702;Weesp;Noord-Holland Zuid;Noord-Holland;;1162.01538;1106;56.0153846;0;24;0;0;1;13;32;1487;2175;3087447;1953108;898;0;0;2576860.61;0;0;1132;0;0;0;5616
BU04570202;WK045702;Weesp;Noord-Holland Zuid;Noord-Holland;;553.353846;500;53.3538462;0;23;0;0;2;13;31;1455;1078;2118299;1505648;1396;0;0;1833245.77;0;0;551;0;0;0;5617
BU04570301;WK045703;Weesp;Noord-Holland Zuid;Noord-Holland;;459.5;424;35.5;0;24;0;0;2;13;32;835;873;1725583;1265806;1451;0;0;1528115.44;0;0;458;0;0;0;5618
BU04570302;WK045703;Weesp;Noord-Holland Zuid;Noord-Holland;;1004.14615;930;74.1461538;0;23;0;0;2;15;32;1497;2099;3108682;1925047;917;0;0;2532745.97;0;0;1085;0;0;0;5619
BU04570303;WK045703;Weesp;Noord-Holland Zuid;Noord-Holland;;1030.17692;904;126.176923;0;22;0;0;2;14;29;1659;1853;2891669;1818835;982;0;0;2470781.76;0;0;1004;0;0;0;5620
BU04570304;WK045703;Weesp;Noord-Holland Zuid;Noord-Holland;;2695.4;75;2620.4;0;13;0;0;1;19;22;720;5845;8502449;4924715;843;0;0;7643798.3;0;0;408;0;0;0;5621
BU04570401;WK045704;Weesp;Noord-Holland Zuid;Noord-Holland;;756.723077;702;54.7230769;0;28;0;0;1;15;37;1147;1646;2704887;1779757;1081;0;0;2190780.84;0;0;728;0;0;0;5622
BU04570402;WK045704;Weesp;Noord-Holland Zuid;Noord-Holland;;797.338462;797;0.338461538;0;27;0;0;1;12;36;1182;1660;2581390;1738748;1047;0;0;2062986.24;0;0;801;0;0;0;5623
BU04570701;WK045707;Weesp;Noord-Holland Zuid;Noord-Holland;;165.461538;115;50.4615385;0;37;0;0;3;24;50;16;493;1790654;1332898;2702;0;0;1565264.11;0;0;144;0;0;0;5624
BU04570801;WK045708;Weesp;Noord-Holland Zuid;Noord-Holland;;220.430769;136;84.4307692;0;37;0;0;5;26;51;11;685;2303255;1594618;2328;0;0;1991689.71;0;0;245;0;0;0;5625
BU04570901;WK045709;Weesp;Noord-Holland Zuid;Noord-Holland;;627.553846;510;117.553846;0;27;0;0;2;22;36;810;1228;2319941;1418084;1155;0;0;1855001.55;0;0;550;0;0;0;5626
BU04570902;WK045709;Weesp;Noord-Holland Zuid;Noord-Holland;;297.507692;12;285.507692;0;16;0;0;1;28;24;413;525;1884901;1391902;2653;0;0;1756687.15;0;0;43;0;0;0;5627
BU04570903;WK045709;Weesp;Noord-Holland Zuid;Noord-Holland;;36.7461538;33;3.74615385;0;34;0;0;3;18;45;5;95;1129287;898772;9464;0;0;1078885.8;0;0;38;0;0;0;5628
BU16960000;WK169600;Wijdemeren;Noord-Holland Zuid;Noord-Holland;;939.369231;714;225.369231;0;30;0;0;2;21;43;77;2936;4485251;2636031;898;0;0;3581190.42;0;0;801;0;0;0;10098
BU16960100;WK169601;Wijdemeren;Noord-Holland Zuid;Noord-Holland;;190.769231;158;32.7692308;0;38;0;0;3;19;52;33;625;1729146;1311392;2099;0;0;1517228.28;0;0;183;0;0;0;10099
BU16960101;WK169601;Wijdemeren;Noord-Holland Zuid;Noord-Holland;;2964.28462;2674;290.284615;0;29;0;0;2;16;39;309;6980;8241448;4326445;620;0;0;5734259.66;0;0;3039;0;0;0;10100
BU16960102;WK169601;Wijdemeren;Noord-Holland Zuid;Noord-Holland;;88.9153846;75;13.9153846;0;39;0;0;3;17;53;65;286;1225926;1025026;3579;0;0;1119544.41;0;0;86;0;0;0;10101
BU16960103;WK169601;Wijdemeren;Noord-Holland Zuid;Noord-Holland;;42.5538462;38;4.55384615;0;44;0;0;4;16;60;11;152;1194386;1061435;6987;0;0;1130592.09;0;0;49;0;0;0;10102
BU16960200;WK169602;Wijdemeren;Noord-Holland Zuid;Noord-Holland;;125.161538;120;5.16153846;0;39;0;0;2;15;53;28;405;1456863;1254331;3098;0;0;1299233.1;0;0;124;0;0;0;10103
BU16960201;WK169602;Wijdemeren;Noord-Holland Zuid;Noord-Holland;;559.961538;491;68.9615385;0;29;0;0;2;15;40;97;1449;2736841;1857803;1282;0;0;2238615.38;0;0;571;0;0;0;10104
BU16960202;WK169602;Wijdemeren;Noord-Holland Zuid;Noord-Holland;;71.2461538;56;15.2461538;0;38;0;0;2;24;52;26;237;1391189;1263391;5333;0;0;1288280.37;0;0;61;0;0;0;10105
BU16960300;WK169603;Wijdemeren;Noord-Holland Zuid;Noord-Holland;;1565.33846;1090;475.338462;0;33;0;0;4;21;45;100;4350;6532151;3619759;832;0;0;4716505.65;0;0;1565;0;0;0;10106
BU16960400;WK169604;Wijdemeren;Noord-Holland Zuid;Noord-Holland;;3359.99231;2706;653.992308;0;30;0;0;2;20;42;283;9167;10656622;5299592;578;0;0;7709353.49;0;0;3125;0;0;0;10107
BU16960401;WK169604;Wijdemeren;Noord-Holland Zuid;Noord-Holland;;66.7692308;65;1.76923077;0;49;0;0;3;15;65;310;244;1116458;982317;4020;0;0;1042919.2;0;0;69;0;0;0;10108
BU16960402;WK169604;Wijdemeren;Noord-Holland Zuid;Noord-Holland;;359.238462;137;222.238462;0;35;0;0;14;24;48;122;1075;2665680;1916795;1783;0;0;2294409.51;0;0;663;0;0;0;10109
BU16960500;WK169605;Wijdemeren;Noord-Holland Zuid;Noord-Holland;;143.407692;138;5.40769231;0;42;0;0;2;14;56;62;473;1353627;1105104;2336;0;0;1188675.33;0;0;145;0;0;0;10110
BU16960601;WK169606;Wijdemeren;Noord-Holland Zuid;Noord-Holland;;697.146154;545;152.146154;0;32;0;0;4;19;44;118;1975;3117742;1940158;982;0;0;2418115.68;0;0;730;0;0;0;10111
BU16960602;WK169606;Wijdemeren;Noord-Holland Zuid;Noord-Holland;;609.238462;570;39.2384615;0;29;0;0;2;15;39;321;1409;2387012;1558524;1106;0;0;1943319.81;0;0;604;0;0;0;10112
