BU_CODE;WK_CODE;Gemeente;RES;Provincie;Aantal_woningen;Aantal_utiliteiten;Vraag_Aardgas;Vraag_MT_Warmte;Vraag_LT_Warmte;Vraag_ElektrischeWarmte;Vraag_Koude;Vraag_Elektriciteit;Vraag_Warmte_totaal;CO2_uitstoot_gas;CO2_uitstoot_elek;Maatschappelijke_kosten;nr_OrgEntity
'BU04061226';'WK040612';'Huizen';'Noord-Holland Zuid';'Noord-Holland';801;10;26270.0698;0;0;0;0;8674.38423;26270.0698;0;0;1135130.21;5374
'BU04061231';'WK040612';'Huizen';'Noord-Holland Zuid';'Noord-Holland';120;0;4463.88787;0;0;0;0;1381.12878;4463.88787;0;0;186449.06;5375
'BU04170320';'WK041703';'Laren';'Noord-Holland Zuid';'Noord-Holland';995;374;36446.4809;0;0;0;0;11437.819;36446.4809;0;0;4151636.06;5390
'BU04170321';'WK041703';'Laren';'Noord-Holland Zuid';'Noord-Holland';5;6;92.6257597;0;129.07605;0;0;53.3924597;221.70181;0;0;560063.341;5391
'BU04170322';'WK041703';'Laren';'Noord-Holland Zuid';'Noord-Holland';569;52;19040.1541;0;0;0;0;6435.909;19040.1541;0;0;1346539.59;5392
'BU04170323';'WK041703';'Laren';'Noord-Holland Zuid';'Noord-Holland';512;41;21666.7479;0;287.812113;0;0;6329.55136;21954.56;0;0;1571251.25;5393
'BU04170324';'WK041703';'Laren';'Noord-Holland Zuid';'Noord-Holland';164;5;5089.99046;0;0;0;0;1728.96427;5089.99046;0;0;229026.186;5394
'BU04170325';'WK041703';'Laren';'Noord-Holland Zuid';'Noord-Holland';154;3;8388.85339;0;0;0;0;1981.54738;8388.85339;0;0;648696.468;5395
'BU04170326';'WK041703';'Laren';'Noord-Holland Zuid';'Noord-Holland';109;7;810.865235;0;5147.9938;0;0;1193.09788;5958.85904;0;0;425092.958;5396
'BU04170327';'WK041703';'Laren';'Noord-Holland Zuid';'Noord-Holland';246;10;11125.6833;0;0;0;0;2957.26095;11125.6833;0;0;1060334.04;5397
