BU_CODE;I01_buurtcode;I02_buurtnaam;I03_wijkcode;I04_wijknaam;I05_gemeentecode;I06_gemeentenaam;I07_energieregionaam;I08_provincienaam;I09_aantal_woningen;I10_aantal_utiliteit;I11_woningequivalenten;Uitgesloten;Woning_H01_Vraag_Totaal;Woning_H02_Vraag_Ruimteverwarming;Woning_H03_Vraag_Tapwater;Woning_H04_Vraag_Ventilatie;Woning_H05_Vraag_Koude;Woning_H06_Vraag_Apparaten;Woning_H07_Vraag_perhectare;Woning_H08_Input_Totaal;Woning_H09_Input_Aardgas;Woning_H10_Input_Duurzaamgas;Woning_H11_Input_Elektriciteit;Woning_H12_Input_MTwarmte;Woning_H13_Input_LTwarmte;Woning_H14_Saldo_Omgevingswarmte;Woning_H15_CO2_uitstoot;Woning_H16_Nat_meerkost;Woning_H17_Nat_meerkost_CO2;Woning_H18_Nat_meerkost_WEQ;Woning_H19_Waarde_hernieuwbaar_gas;Woning_A01_Aansl_aardgas;Woning_A02_Aansl_eWP;Woning_A03_Aansl_MT;Woning_A04_Aansl_LT;Woning_A05_Aansl_hWP_HG;Woning_A06_Aansl_HR_HG;Woning_A10_Aansl_LT_WKO;Woning_A11_Aansl_LT_LT15_30;Woning_A12_Aansl_LT_LT15_50;Woning_A13_Aansl_LT_LT15_70;Woning_A14_Aansl_LT_LT30_30;Woning_A15_Aansl_LT_LT30_50;Woning_A16_Aansl_LT_LT30_70;Woning_A17_Aansl_LT_TEO;Woning_A18_Aansl_LT_BuurtWKO;Woning_A19_Aansl_MT_Restwarmte;Woning_A20_Aansl_MT_Geothermie;Woning_A21_Aansl_MT_WijkWKK;Woning_A22_Aansl_MT_BioWKK;Woning_A23_Aansl_H2;Woning_A30_Aansl_LabelA;Woning_A31_Aansl_LabelB;Woning_A32_Aansl_LabelC;Woning_A33_Aansl_LabelD;Woning_A34_Aansl_LabelE;Woning_A35_Aansl_LabelF;Util_H01_Vraag_Totaal;Util_H02_Vraag_Ruimteverwarming;Util_H03_Vraag_Tapwater;Util_H04_Vraag_Ventilatie;Util_H05_Vraag_Koude;Util_H06_Vraag_Apparaten;Util_H07_Vraag_perhectare;Util_H08_Input_Totaal;Util_H09_Input_Aardgas;Util_H10_Input_Duurzaamgas;Util_H11_Input_Elektriciteit;Util_H12_Input_MTwarmte;Util_H13_Input_LTwarmte;Util_H14_Saldo_Omgevingswarmte;Util_H15_CO2_uitstoot;Util_H16_Nat_meerkost;Util_H17_Nat_meerkost_CO2;Util_H18_Nat_meerkost_WEQ;Util_H19_Waarde_hernieuwbaar_gas;Util_A01_Aansl_aardgas;Util_A02_Aansl_eWP;Util_A03_Aansl_MT;Util_A04_Aansl_LT;Util_A05_Aansl_hWP_HG;Util_A06_Aansl_HR_HG;Util_A10_Aansl_LT_WKO;Util_A11_Aansl_LT_LT15_30;Util_A12_Aansl_LT_LT15_50;Util_A13_Aansl_LT_LT15_70;Util_A14_Aansl_LT_LT30_30;Util_A15_Aansl_LT_LT30_50;Util_A16_Aansl_LT_LT30_70;Util_A17_Aansl_LT_TEO;Util_A18_Aansl_LT_BuurtWKO;Util_A19_Aansl_MT_Restwarmte;Util_A20_Aansl_MT_Geothermie;Util_A21_Aansl_MT_WijkWKK;Util_A22_Aansl_MT_BioWKK;Util_A23_Aansl_H2;nr_OrgEntity
BU19420306;BU19420306;Fransekamp;WK194203;Spiegel;GM1942;Gooise Meren;Noord-Holland Zuid;Noord-Holland;108;24;351;False;16;11;3;0;0;3;27;16;0;26;5;0;0;-15;0;213033;375;608;0;0;0;0;0;0;108;0;0;0;0;0;0;0;0;0;0;0;0;0;108;59;2;6;41;0;0;68;13;0;0;6;49;27;68;0;26;53;0;0;-10;0;213033;375;608;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1305
BU19420400;BU19420400;Vesting Muiden;WK194204;Muiden;GM1942;Gooise Meren;Noord-Holland Zuid;Noord-Holland;645;74;757;False;38;23;7;0;0;8;757;38;0;33;9;0;0;-5;0;654621;374;866;0;0;0;0;0;0;645;0;0;0;0;0;0;0;0;0;0;0;0;0;645;13;34;148;450;0;0;12;3;0;0;3;6;82;12;0;33;8;0;0;-29;0;654621;374;866;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;74;1306
BU19420401;BU19420401;Krijgsman;WK194204;Muiden;GM1942;Gooise Meren;Noord-Holland Zuid;Noord-Holland;595;45;628;False;41;24;8;0;0;9;170;41;0;33;10;0;0;-2;0;464674;361;740;0;0;0;0;0;0;595;0;0;0;0;0;0;0;0;0;0;0;0;0;595;141;74;222;158;0;0;4;1;0;0;1;2;6;4;0;33;3;0;0;-33;0;464674;361;740;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;45;1307
BU19420402;BU19420402;Muiderberg;WK194204;Muiden;GM1942;Gooise Meren;Noord-Holland Zuid;Noord-Holland;774;228;861;False;44;28;7;0;0;9;207;44;0;38;10;0;0;-4;0;801825;389;932;0;0;0;0;0;0;774;0;0;0;0;0;0;0;0;0;0;0;0;0;774;81;25;181;487;0;0;8;2;0;0;2;4;14;8;0;38;5;0;0;-35;0;801825;389;932;0;0;0;0;0;0;228;0;0;0;0;0;0;0;0;0;0;0;0;0;228;1308
BU19420403;BU19420403;Mariahoeve Muiden;WK194204;Muiden;GM1942;Gooise Meren;Noord-Holland Zuid;Noord-Holland;324;28;341;False;44;27;8;0;0;9;659;44;0;36;10;0;0;-2;0;262992;359;772;0;0;0;0;0;0;324;0;0;0;0;0;0;0;0;0;0;0;0;0;324;2;17;207;98;0;0;5;1;0;0;1;3;26;5;0;36;4;0;0;-35;0;262992;359;772;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;28;1309
BU19420404;BU19420404;Buitendijken Muiderberg;WK194204;Muiden;GM1942;Gooise Meren;Noord-Holland Zuid;Noord-Holland;527;34;538;False;41;23;8;0;0;10;897;41;0;32;10;0;0;-2;0;375553;374;698;0;0;0;0;0;0;527;0;0;0;0;0;0;0;0;0;0;0;0;0;527;13;136;365;13;0;0;1;0;0;0;0;1;8;1;0;32;1;0;0;-32;0;375553;374;698;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;34;1310
BU19420408;BU19420408;Pampusweg;WK194204;Muiden;GM1942;Gooise Meren;Noord-Holland Zuid;Noord-Holland;4;31;158;False;2;1;0;0;0;0;1;2;0;18;3;0;0;-20;0;67712;390;429;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;3;0;0;96;18;1;0;7;70;15;96;0;18;75;0;0;2;0;67712;390;429;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;31;1311
BU19420409;BU19420409;IJmeer;WK194204;Muiden;GM1942;Gooise Meren;Noord-Holland Zuid;Noord-Holland;1;0;1;False;61;42;10;0;0;9;6;61;0;52;10;0;0;0;0;1125;372;1125;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;-52;0;1125;372;1125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1312
BU19420410;BU19420410;Noordpolder;WK194204;Muiden;GM1942;Gooise Meren;Noord-Holland Zuid;Noord-Holland;74;17;139;False;32;22;5;0;0;5;5;32;0;38;8;0;0;-13;0;128915;351;932;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;74;6;3;10;55;0;0;45;11;1;0;7;27;2;45;0;38;31;0;0;-24;0;128915;351;932;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1313
BU19420501;BU19420501;Naarden Vesting;WK194205;Naarden;GM1942;Gooise Meren;Noord-Holland Zuid;Noord-Holland;840;232;1148;False;34;21;6;0;0;7;540;34;0;31;9;0;0;-6;0;992085;345;865;0;0;0;0;0;0;840;0;0;0;0;0;0;0;0;0;0;0;0;0;840;51;63;69;657;0;0;22;4;0;0;4;13;95;22;0;31;16;0;0;-25;0;992085;345;865;0;0;0;0;0;0;232;0;0;0;0;0;0;0;0;0;0;0;0;0;232;1314
