BU_CODE;I01_buurtcode;I02_buurtnaam;I03_wijkcode;I04_wijknaam;I05_gemeentecode;I06_gemeentenaam;I07_energieregionaam;I08_provincienaam;I09_aantal_woningen;I10_aantal_utiliteit;I11_woningequivalenten;Uitgesloten;H01_warmtetotaal;H02_Vraag_aardgas;H03_Vraag_groengas;H04_Vraag_elekwarmte;H05_Vraag_MTwarmte;H06_Vraag_LTwarmte;H07_Warmte_hectare;H08_Vraag_koude;H09_Vraag_elektotaal;H10_CO2_reductie;H11_Nat_abskosten;H12_Nat_meerkosten;H13_Nat_meerkost_CO2;H16_Nat_meerkost_WEQ;nrAansl_gas;nrAansl_mWKK;nrAansl_eWP;nrAansl_HWP;nrAansl_EWV;nrAansl_RestWarmte;nrAansl_GeoThermie;nrAansl_WijkWKK;nrAansl_BioWKK;nrAansl_WKO;nrAansl_Lt15_30;nrAansl_Lt15_50;nrAansl_Lt15_70;nrAansl_Lt30_30;nrAansl_Lt30_50;nrAansl_Lt30_70;nrAansl_TEO;nr_OrgEntity
BU04020703;BU04020703;Noord;WK040207;Noordoost;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;3684;276;3927;False;9;0;0;7;0;2;379;1;19;7633;6629900;3216302;421;819;0;0;3569;0;0;0;0;0;0;391;0;0;0;0;0;0;0;5262
BU04020704;BU04020704;AZC Crailo;WK040207;Noordoost;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;9;2;21;False;9;0;0;9;0;0;7;2;47;64;71644;25826;401;1283;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5263
BU04020801;BU04020801;Hilversumse Meent;WK040208;Hilversumse Meent;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;1827;86;1890;False;10;0;0;9;0;1;183;2;21;4395;3516373;1624878;370;860;0;0;1809;0;0;0;0;0;0;104;0;0;0;0;0;0;0;5264
BU04020901;BU04020901;Landelijk Gebied 91;WK040209;Landelijk Gebied;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;12;22;94;False;14;0;0;8;0;6;2;4;43;238;279093;51913;218;555;0;0;32;0;0;0;0;0;0;2;0;0;0;0;0;0;0;5265
BU04020902;BU04020902;Landelijk Gebied 92;WK040209;Landelijk Gebied;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;0;5;16;False;5;0;0;5;0;0;1;5;47;26;40934;4342;167;279;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5266
BU04020903;BU04020903;Landelijk Gebied 93;WK040209;Landelijk Gebied;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;19;35;489;False;50;0;0;19;0;31;39;1;51;3207;1470791;386994;121;792;0;0;37;0;0;0;0;0;0;17;0;0;0;0;0;0;0;5267
BU04020904;BU04020904;Landelijk Gebied 94;WK040209;Landelijk Gebied;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;37;13;86;False;8;0;0;8;0;0;5;2;45;352;289230;70083;199;818;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5268
BU04020905;BU04020905;Landelijk Gebied 95;WK040209;Landelijk Gebied;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;134;87;568;False;23;0;0;11;0;12;17;2;34;1959;1352755;466093;238;821;0;0;213;0;0;0;0;0;0;8;0;0;0;0;0;0;0;5269
BU04020906;BU04020906;Landelijk Gebied 96;WK040209;Landelijk Gebied;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;6;2;10;False;12;0;0;12;0;0;1;9;31;40;38858;10802;273;1140;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5270
BU04020907;BU04020907;Landelijk Gebied 97;WK040209;Landelijk Gebied;GM0402;Hilversum;Noord-Holland Zuid;Noord-Holland;4;7;24;False;6;0;0;6;0;0;1;7;50;61;66649;14249;234;597;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5271
BU04060001;BU04060001;De Noord;WK040600;Wijk 00 Oude Dorp;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;1673;229;2156;False;11;0;0;9;0;2;402;2;31;6000;5194762;2220640;370;1030;0;0;1765;0;0;0;0;0;0;137;0;0;0;0;0;0;0;5346
BU04060002;BU04060002;De Zuid;WK040600;Wijk 00 Oude Dorp;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;1250;66;1328;False;9;0;0;9;0;0;255;2;23;3667;2880532;1358139;370;1023;0;0;1316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5347
BU04060103;BU04060103;Westereng;WK040601;Wijk 01 Westereng;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;1008;34;1109;False;10;0;0;10;0;0;166;2;23;3222;2522546;1190441;369;1074;0;0;1042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5348
BU04060204;BU04060204;Flevo;WK040602;Wijk 02 Buitenwijken;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;94;2;95;False;15;0;0;15;0;0;16;3;26;388;314927;133346;344;1417;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5349
BU04060205;BU04060205;Bikbergen;WK040602;Wijk 02 Buitenwijken;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;109;4;145;False;11;0;0;11;0;0;14;2;34;630;448728;157346;250;1086;0;0;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5350
BU04060206;BU04060206;Crailo;WK040602;Wijk 02 Buitenwijken;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;149;16;361;False;31;0;0;15;0;16;76;2;40;1779;1068309;336818;189;934;0;0;160;0;0;0;0;0;0;5;0;0;0;0;0;0;0;5351
BU04060307;BU04060307;Thames;WK040603;Wijk 03 Erica en Tafelberg;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;32;3;35;False;14;0;0;14;0;0;7;3;27;139;119902;54445;392;1560;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5352
BU04060308;BU04060308;IJzeren veld;WK040603;Wijk 03 Erica en Tafelberg;GM0406;Huizen;Noord-Holland Zuid;Noord-Holland;63;6;67;False;14;0;0;14;0;0;13;3;27;275;208131;88474;321;1324;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5353
