BU_CODE;WK_CODE;Gemeente;RES;Provincie;Aantal_woningen;Aantal_utiliteiten;Vraag_Aardgas;Vraag_MT_Warmte;Vraag_LT_Warmte;Vraag_Elektriciteit;Vraag_Warmte_totaal;CO2_uitstoot;Maatschappelijke_kosten,
BU07430000;WK074300;Asten;Metropoolregio Eindhoven;Noord-Brabant;4242;572;0;0;0;60206.2234;24344.7596;0;12874987.3,
BU07430001;WK074300;Asten;Metropoolregio Eindhoven;Noord-Brabant;967;17;0;0;0;17832.2711;7486.35395;0;3285259.16,
BU07430002;WK074300;Asten;Metropoolregio Eindhoven;Noord-Brabant;205;23;0;0;0;4120.68042;1863.43466;0;1005635.89,
BU07430008;WK074300;Asten;Metropoolregio Eindhoven;Noord-Brabant;58;0;0;0;0;1181.76639;543.129272;0;345892.942,
BU07430009;WK074300;Asten;Metropoolregio Eindhoven;Noord-Brabant;77;10;0;0;0;1558.05125;710.220375;0;610237.382,
BU07430100;WK074301;Asten;Metropoolregio Eindhoven;Noord-Brabant;602;32;0;0;0;10650.6358;4710.03772;0;1823179.51,
BU07430109;WK074301;Asten;Metropoolregio Eindhoven;Noord-Brabant;286;27;0;0;0;5795.51203;2679.36451;0;6464789.42,
BU07430200;WK074302;Asten;Metropoolregio Eindhoven;Noord-Brabant;229;8;0;0;0;4429.29857;1955.96785;0;668061.07,
BU07430209;WK074302;Asten;Metropoolregio Eindhoven;Noord-Brabant;92;8;0;0;0;1831.89699;851.900991;0;599277.662,
BU07430809;WK074308;Asten;Metropoolregio Eindhoven;Noord-Brabant;50;2;0;0;0;1034.10375;483.553994;0;1011815.87,
BU07430909;WK074309;Asten;Metropoolregio Eindhoven;Noord-Brabant;17;2;0;0;0;342.990488;155.808408;0;183699.63,
BU07530001;WK075300;Best;Metropoolregio Eindhoven;Noord-Brabant;1022;223;0;0;0;14925.1968;5424.64887;0;3160344.95,
BU07530002;WK075300;Best;Metropoolregio Eindhoven;Noord-Brabant;851;79;0;0;0;13971.4459;4998.26093;0;1765676.22,
BU07530003;WK075300;Best;Metropoolregio Eindhoven;Noord-Brabant;512;7;0;0;0;9338.39018;3701.74634;0;1079143.28,
BU07530004;WK075300;Best;Metropoolregio Eindhoven;Noord-Brabant;776;32;0;0;0;13189.7414;5071.37959;0;1496648.74,
BU07530005;WK075300;Best;Metropoolregio Eindhoven;Noord-Brabant;88;5;0;0;0;1952.30618;983.189216;0;312099.717,
BU07530006;WK075300;Best;Metropoolregio Eindhoven;Noord-Brabant;214;29;0;0;0;3864.2569;1508.37226;0;482886.992,
BU07530007;WK075300;Best;Metropoolregio Eindhoven;Noord-Brabant;1354;70;0;0;0;24826.2962;10008.2856;0;3157815.8,
BU07530008;WK075300;Best;Metropoolregio Eindhoven;Noord-Brabant;1682;192;0;0;0;27939.605;10161.1371;0;3529239.96,
BU07530009;WK075300;Best;Metropoolregio Eindhoven;Noord-Brabant;1713;190;0;0;0;29869.0434;11615.5979;0;4210850.03,
BU07530010;WK075300;Best;Metropoolregio Eindhoven;Noord-Brabant;39;285;0;0;0;727.021238;301.649558;0;4504273.16,
BU07530011;WK075300;Best;Metropoolregio Eindhoven;Noord-Brabant;13;204;0;0;0;244.689644;103.562124;0;2720583.03,
BU07530012;WK075300;Best;Metropoolregio Eindhoven;Noord-Brabant;0;4;0;0;0;0;0;0;772428.054,
BU07530013;WK075300;Best;Metropoolregio Eindhoven;Noord-Brabant;1246;14;0;0;0;23539.6611;9937.49986;0;2262844.99,
BU07530014;WK075300;Best;Metropoolregio Eindhoven;Noord-Brabant;1453;36;0;0;0;27128.5813;11789.7196;0;2991252.92,
BU07530015;WK075300;Best;Metropoolregio Eindhoven;Noord-Brabant;727;84;0;0;0;14728.5106;6761.7717;0;8349358.52,
BU07530016;WK075300;Best;Metropoolregio Eindhoven;Noord-Brabant;273;11;0;0;0;5326.57739;2401.12331;0;666047.895,
BU07530017;WK075300;Best;Metropoolregio Eindhoven;Noord-Brabant;558;5;0;0;0;9974.75689;3831.89417;0;1082732.44,
BU07620000;WK076200;Deurne;Metropoolregio Eindhoven;Noord-Brabant;3189;429;0;0;0;42606.8637;17201.5202;0;9057113.9,
BU07620001;WK076200;Deurne;Metropoolregio Eindhoven;Noord-Brabant;1119;46;0;0;0;15867.6381;6793.89302;0;3574786.67,
BU07620002;WK076200;Deurne;Metropoolregio Eindhoven;Noord-Brabant;753;25;0;0;0;10770.9094;4590.39223;0;2043542.03,
BU07620003;WK076200;Deurne;Metropoolregio Eindhoven;Noord-Brabant;397;13;0;0;0;7687.23009;3452.12513;0;1519950.26,
BU07620004;WK076200;Deurne;Metropoolregio Eindhoven;Noord-Brabant;1776;27;0;0;0;31471.332;12295.979;0;3625163.54,
BU07620005;WK076200;Deurne;Metropoolregio Eindhoven;Noord-Brabant;1953;24;0;0;0;35608.3276;14433.4737;0;3875672.52,
BU07620006;WK076200;Deurne;Metropoolregio Eindhoven;Noord-Brabant;297;143;0;0;0;5842.47201;2657.53849;0;3261597.35,
BU07620007;WK076200;Deurne;Metropoolregio Eindhoven;Noord-Brabant;156;4;0;0;0;3152.97323;1455.27707;0;384083.029,
BU07620009;WK076200;Deurne;Metropoolregio Eindhoven;Noord-Brabant;1140;87;0;0;0;23083.3795;10693.3656;0;7248614.69,
BU07620100;WK076201;Deurne;Metropoolregio Eindhoven;Noord-Brabant;437;20;0;0;0;7405.54473;3261.67521;0;1227679.09,
BU07620109;WK076201;Deurne;Metropoolregio Eindhoven;Noord-Brabant;90;100;0;0;0;1836.37446;853.381896;0;618628.683,
BU07620200;WK076202;Deurne;Metropoolregio Eindhoven;Noord-Brabant;1059;56;0;0;0;16255.2234;6891.15769;0;3166186.88,
BU07620209;WK076202;Deurne;Metropoolregio Eindhoven;Noord-Brabant;282;18;0;0;0;5694.94134;2601.88286;0;1500697.61,
BU07620300;WK076203;Deurne;Metropoolregio Eindhoven;Noord-Brabant;566;25;0;0;0;10327.7726;4519.42627;0;1680109.65,
BU07620309;WK076203;Deurne;Metropoolregio Eindhoven;Noord-Brabant;193;6;0;0;0;3849.83461;1744.79701;0;1096928.38,
BU07620400;WK076204;Deurne;Metropoolregio Eindhoven;Noord-Brabant;301;15;0;0;0;5460.30151;2391.53039;0;1996200.37,
BU07620409;WK076204;Deurne;Metropoolregio Eindhoven;Noord-Brabant;82;12;0;0;0;1616.10841;721.260492;0;889174.733,
BU07700000;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;1460;228;0;0;0;17286.1766;7073.75421;0;4573397.36,
BU07700001;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;419;9;0;0;0;7540.27496;3249.42824;0;1048199.83,
BU07700002;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;798;161;0;0;0;13663.0186;5243.35867;0;1756246.67,
BU07700003;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;714;66;0;0;0;13047.8058;5341.34221;0;1424180.2,
BU07700004;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;352;20;0;0;0;6710.64;2905.1776;0;654306.11,
BU07700005;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;30;103;0;0;0;618.851255;288.501015;0;1733232.04,
BU07700006;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;51;4;0;0;0;742.406249;316.033609;0;199664.763,
BU07700007;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;125;16;0;0;0;2264.63279;976.481589;0;486012.293,
BU07700008;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;55;10;0;0;0;1104.39445;510.789806;0;473441.983,
BU07700009;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;136;89;0;0;0;2670.39853;1220.97157;0;1034044.15,
BU07700010;WK077000;Eersel;Metropoolregio Eindhoven;Noord-Brabant;383;27;0;0;0;7063.64584;3297.55288;0;1002579.16,
BU07700100;WK077001;Eersel;Metropoolregio Eindhoven;Noord-Brabant;605;24;0;0;0;8725.34054;3766.8607;0;1671668.96,
BU07700101;WK077001;Eersel;Metropoolregio Eindhoven;Noord-Brabant;84;5;0;0;0;1271.97994;489.395943;0;212477.959,
BU07700102;WK077001;Eersel;Metropoolregio Eindhoven;Noord-Brabant;15;7;0;0;0;306.319726;145.150446;0;322431.6,
BU07700109;WK077001;Eersel;Metropoolregio Eindhoven;Noord-Brabant;69;12;0;0;0;1350.61318;610.894379;0;407917.722,
BU07700200;WK077002;Eersel;Metropoolregio Eindhoven;Noord-Brabant;549;26;0;0;0;8403.32391;3677.03855;0;1639197.65,
BU07700209;WK077002;Eersel;Metropoolregio Eindhoven;Noord-Brabant;57;14;0;0;0;1120.78886;511.191336;0;390580.72,
BU07700300;WK077003;Eersel;Metropoolregio Eindhoven;Noord-Brabant;779;63;0;0;0;14538.219;6325.70512;0;2237454.75,
BU07700309;WK077003;Eersel;Metropoolregio Eindhoven;Noord-Brabant;144;86;0;0;0;2752.13766;1230.70646;0;930006.928,
BU07700400;WK077004;Eersel;Metropoolregio Eindhoven;Noord-Brabant;582;28;0;0;0;10820.6023;4718.12126;0;1432214.31,
BU07700409;WK077004;Eersel;Metropoolregio Eindhoven;Noord-Brabant;247;65;0;0;0;4681.46941;2082.01053;0;1395175.29,
BU07700500;WK077005;Eersel;Metropoolregio Eindhoven;Noord-Brabant;382;17;0;0;0;6857.77211;3091.30787;0;1322421.74,
BU07700501;WK077005;Eersel;Metropoolregio Eindhoven;Noord-Brabant;92;4;0;0;0;1421.53482;640.787457;0;300947.608,
BU07700509;WK077005;Eersel;Metropoolregio Eindhoven;Noord-Brabant;120;35;0;0;0;2279.12063;1016.92975;0;1015930.72,
BU07721111;WK077211;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;2222;922;0;0;0;31528.6062;11041.0893;0;12680453.9,
BU07721112;WK077211;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1616;286;0;0;0;22894.845;7771.17193;0;4742106.47,
BU07721113;WK077211;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1512;99;0;0;0;20924.0937;7306.51903;0;4217403.18,
BU07721114;WK077211;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;160;182;0;0;0;2190.74315;749.731954;0;3333312.9,
BU07721115;WK077211;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;666;65;0;0;0;10054.7448;4056.8532;0;4495711.59,
BU07721211;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1202;236;0;0;0;18470.2132;7051.0448;0;3082402.84,
BU07721212;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;952;120;0;0;0;14002.8795;4866.86554;0;1843023.49,
BU07721213;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;567;44;0;0;0;8615.65092;3174.64852;0;1390203.13,
BU07721214;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1419;173;0;0;0;21520.1335;7571.85785;0;2992098.43,
BU07721215;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;653;74;0;0;0;10471.6748;3916.1218;0;1438101.82,
BU07721216;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;631;104;0;0;0;10031.9478;3562.50839;0;1549258.75,
BU07721217;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;341;82;0;8060.64373;0;2932.08;8060.64373;0;667015.343,
BU07721218;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;142;2;0;0;0;2462.3303;1037.24238;0;293684.007,
BU07721221;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;897;51;0;0;0;14990.6965;5324.96656;0;1851621.37,
BU07721222;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1444;124;0;0;0;24994.4535;9677.21373;0;3340940.24,
BU07721223;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;789;70;0;0;0;11951.6014;4375.14666;0;1434620.8,
BU07721224;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;255;11;0;0;0;5039.59125;2231.92149;0;661215.222,
BU07721225;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;647;111;0;0;0;10792.0672;3994.04252;0;1795246.24,
BU07721226;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;8;21;0;0;0;153.954823;65.8757834;0;2820835.22,
BU07721230;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;514;75;0;0;0;5745.38136;2566.40112;0;1300472.88,
BU07721231;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;0;3;0;0;0;0;0;0;74913.0987,
BU07721232;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1489;238;0;0;0;17696.9728;6071.47706;0;3675722.69,
BU07721233;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;885;59;0;0;0;14136.2476;4857.28868;0;1975110.65,
BU07721234;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;756;15;0;0;0;9284.4894;3307.33628;0;1797814.22,
BU07721235;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;725;6;0;0;0;13699.7724;5745.71305;0;1511887.28,
BU07721236;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;560;118;0;0;0;8702.00255;3089.37839;0;1462676.17,
BU07721237;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1311;32;0;0;0;14599.4681;5479.74346;0;2797622.11,
BU07721238;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;301;22;0;0;0;1915.0519;913.03342;0;885771.145,
BU07721239;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;0;0;0;0;0;0;0;0;,
BU07721240;WK077212;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;45;5;0;0;0;883.632036;388.165636;0;1246521.3,
BU07721311;WK077213;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;852;170;0;0;0;14392.9314;5558.2241;0;2860212.5,
BU07721312;WK077213;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1606;139;0;0;0;13370.9272;5021.0973;0;5285682.81,
BU07721321;WK077213;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1602;209;0;0;0;6587.24093;2395.38925;0;5015094.19,
BU07721322;WK077213;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1401;53;0;0;0;7808.09652;2937.86884;0;3360152.51,
BU07721328;WK077213;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;478;17;0;0;0;8562.25244;3869.27148;0;1939508.51,
BU07721333;WK077213;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1898;511;0;0;0;21531.5304;7975.29404;0;4378854.37,
BU07721334;WK077213;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;37;8;0;0;0;698.510297;291.156697;0;733435.697,
BU07721335;WK077213;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1574;173;0;0;0;14247.7018;5522.90168;0;4061134.74,
BU07721336;WK077213;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;213;8;0;0;0;4080.27573;1825.09573;0;804062.249,
BU07721337;WK077213;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;222;10;0;0;0;4307.31114;1863.04538;0;959171.052,
BU07721410;WK077214;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;787;22;0;0;0;11517.2629;4034.11875;0;1560279.44,
BU07721411;WK077214;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1314;81;0;0;0;16007.1783;5484.12584;0;3416738.27,
BU07721412;WK077214;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1941;175;0;0;0;16949.7158;5929.46813;0;5373693.14,
BU07721413;WK077214;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;928;137;0;0;0;10538.3487;3646.69649;0;2803106.94,
BU07721414;WK077214;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;652;9;0;0;0;9551.22932;3243.01684;0;1227626,
BU07721421;WK077214;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1848;172;0;0;0;8048.65237;3103.32013;0;5661191.59,
BU07721422;WK077214;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;2435;245;0;0;0;32041.8769;11360.8467;0;5782098.81,
BU07721423;WK077214;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;894;98;0;0;0;6833.60928;2644.56712;0;2270065.15,
BU07721424;WK077214;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1576;306;0;0;0;7301.96885;2534.86941;0;3793302.23,
BU07721425;WK077214;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1165;179;0;0;0;17890.2122;6269.55688;0;2766037.88,
BU07721426;WK077214;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;28;35;0;1208.01148;0;271.99;1208.01148;0;645095.919,
BU07721431;WK077214;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;2659;316;0;0;0;42132.7956;15097.2525;0;5385576.42,
BU07721432;WK077214;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1003;189;0;0;0;14777.6232;5239.75736;0;1851982.12,
BU07721433;WK077214;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;84;10;0;0;0;1203.85958;447.362298;0;716662.129,
BU07721434;WK077214;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1531;206;0;0;0;23258.8377;8049.8199;0;3051334.15,
BU07721435;WK077214;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;560;142;0;0;0;9773.53207;3609.06383;0;1744681.76,
BU07721436;WK077214;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;45;13;0;0;0;660.440436;247.145236;0;451841.219,
BU07721511;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;408;58;0;0;0;7674.30937;3348.31265;0;3186355.99,
BU07721512;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;2353;257;0;0;0;28720.3501;10312.1702;0;4813458.26,
BU07721513;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1746;306;0;0;0;27877.7563;9868.98419;0;3245404.29,
BU07721514;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1029;332;0;0;0;16457.1496;6108.23692;0;1970370.43,
BU07721515;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;475;191;0;0;0;6576.1701;2298.47914;0;1964390.48,
BU07721516;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1694;485;0;0;0;27290.9325;9898.26547;0;3679474.94,
BU07721520;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;35;40;0;0;0;746.632972;361.204172;0;896531.933,
BU07721521;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1466;39;0;0;0;27939.9448;12085.4127;0;3278130.3,
BU07721522;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1587;180;0;0;0;27628.3585;10386.1232;0;4444288.6,
BU07721523;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1886;29;0;0;0;33612.4241;13011.9982;0;3806087.35,
BU07721524;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1740;60;0;0;0;29621.8881;11107.83;0;3380722.34,
BU07721531;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;2191;557;0;0;0;37244.2502;13927.3828;0;4843362.88,
BU07721532;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;2335;492;0;0;0;40046.9543;14986.6739;0;5641181.94,
BU07721533;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;772;11;0;0;0;14505.7305;6006.31978;0;2399387.67,
BU07721534;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;2649;39;0;0;0;49805.7057;21119.208;0;5296363.79,
BU07721535;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;5;14;0;0;0;91.8372329;40.7890729;0;1565722.73,
BU07721541;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;2092;426;0;0;0;33619.0086;12217.4298;0;4025704.23,
BU07721542;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;428;69;0;0;0;8060.42978;3348.29394;0;978783.457,
BU07721543;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;2493;537;0;0;0;41172.5295;15309.9957;0;5036457.56,
BU07721544;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1078;196;0;0;0;19184.1159;7320.78626;0;2359061.98,
BU07721545;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;5;40;0;0;0;103.155605;48.099125;0;835235.138,
BU07721546;WK077215;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;36;9;0;0;0;655.962396;275.634236;0;341538.945,
BU07721611;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1409;43;0;0;0;22419.9804;8072.78341;0;2563139.81,
BU07721612;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1728;132;0;0;0;28923.2934;11681.0611;0;3502146.91,
BU07721613;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;281;61;0;0;0;5009.70532;2060.19756;0;1215939.79,
BU07721614;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;784;98;0;0;0;12093.5713;4394.16663;0;1662247.63,
BU07721615;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;2160;125;0;0;0;32980.0935;12235.9575;0;4307479.01,
BU07721616;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1205;322;0;0;0;19310.0943;8435.70858;0;3785172.33,
BU07721621;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;16;259;0;0;0;303.694202;131.540202;0;6388294.8,
BU07721622;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1902;248;0;0;0;19040.5575;6853.06682;0;5745203.78,
BU07721623;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1585;120;0;0;0;8913.72943;3302.91551;0;4773253.32,
BU07721624;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1144;79;0;0;0;16755.6212;6384.90093;0;2885403.58,
BU07721625;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;243;47;0;0;0;4911.73545;2343.49897;0;858598.807,
BU07721626;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;32;2;0;0;0;735.687788;383.270988;0;497612.06,
BU07721627;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;5;7;0;0;0;114.814875;59.7516745;0;494605.756,
BU07721628;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;7;41;0;0;0;139.310609;62.2378085;0;2708894.57,
BU07721631;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;7;1;0;0;0;141.82985;64.7525704;0;449138.432,
BU07721632;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1;9;0;0;0;20.7871119;9.7755919;0;239739.012,
BU07721633;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;2214;35;0;67242.101;0;21011.14;67242.101;0;2329233.68,
BU07721634;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1143;11;0;33360.2466;0;10888.91;33360.2466;0;1076457.14,
BU07721635;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;596;10;0;0;0;12707.7112;6305.64717;0;3428728.79,
BU07721636;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;7;21;0;0;0;183.48559;106.38927;0;866357.092,
BU07721637;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;0;195;0;0;0;0;0;0;5493009.62,
BU07721638;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;2;33;0;0;0;42.4722375;20.4480775;0;830933.927,
BU07721639;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;158;8;0;0;0;3208.99617;1469.51889;0;1055212.52,
BU07721640;WK077216;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;363;40;0;8839.3094;0;3076.28;8839.3094;0;1937521.88,
BU07721711;WK077217;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1459;299;0;0;0;23609.6009;8460.09017;0;3528971.21,
BU07721712;WK077217;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1176;105;0;0;0;17828.8806;6279.01865;0;2315891.77,
BU07721713;WK077217;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;783;135;0;0;0;8448.23907;2907.79499;0;2122613.38,
BU07721721;WK077217;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1572;221;0;0;0;5936.98922;2161.4877;0;4795479.12,
BU07721722;WK077217;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1271;165;0;0;0;7374.18236;2535.98844;0;3821451.78,
BU07721723;WK077217;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;369;52;0;0;0;3719.47799;1541.84319;0;1188042.35,
BU07721724;WK077217;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1629;85;0;0;0;6013.73652;2147.17004;0;3908132.01,
BU07721725;WK077217;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1691;89;0;0;0;9872.87242;4026.77994;0;3632774.15,
BU07721726;WK077217;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;11;18;0;0;0;219.676332;98.5608125;0;974907.833,
BU07721727;WK077217;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;0;44;0;0;0;0;0;0;5296129.91,
BU07721731;WK077217;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1652;175;0;0;0;27783.1792;10448.1789;0;4030124.19,
BU07721732;WK077217;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;1673;172;0;0;0;28559.2062;10648.7211;0;3537048.47,
BU07721733;WK077217;Eindhoven;Metropoolregio Eindhoven;Noord-Brabant;365;20;0;0;0;6911.357;2892.77772;0;824907.422,
BU07941000;WK079410;Helmond;Metropoolregio Eindhoven;Noord-Brabant;1669;418;0;0;0;23314.6717;8240.64205;0;6570888.55,
BU07941002;WK079410;Helmond;Metropoolregio Eindhoven;Noord-Brabant;1122;238;0;0;0;16283.9844;6121.58057;0;2638525.84,
BU07941003;WK079410;Helmond;Metropoolregio Eindhoven;Noord-Brabant;1654;149;0;0;0;25176.6191;10154.4488;0;3439422.62,
BU07941004;WK079410;Helmond;Metropoolregio Eindhoven;Noord-Brabant;472;113;0;0;0;6452.44696;2183.59104;0;2115034.68,
BU07941005;WK079410;Helmond;Metropoolregio Eindhoven;Noord-Brabant;1445;112;0;0;0;15835.988;6172.02517;0;3541441.98,
BU07941006;WK079410;Helmond;Metropoolregio Eindhoven;Noord-Brabant;812;78;0;0;0;12233.4961;4702.20904;0;2945749.32,
BU07941007;WK079410;Helmond;Metropoolregio Eindhoven;Noord-Brabant;690;102;0;0;0;10706.2845;3901.3997;0;2346282.7,
BU07941100;WK079411;Helmond;Metropoolregio Eindhoven;Noord-Brabant;1232;218;0;0;0;16803.7916;6186.49663;0;3014696,
BU07941101;WK079411;Helmond;Metropoolregio Eindhoven;Noord-Brabant;1227;332;0;0;0;9344.53779;3354.29307;0;2714386.57,
BU07941102;WK079411;Helmond;Metropoolregio Eindhoven;Noord-Brabant;1336;277;0;0;0;12320.0513;4316.72405;0;3231153.88,
BU07941200;WK079412;Helmond;Metropoolregio Eindhoven;Noord-Brabant;1800;284;0;0;0;7935.33322;2753.8965;0;4043706,
