BU_CODE;WK_CODE;Gemeente;RES;Provincie;WarmteAllocatieOptie;Aantal_WoningEQ;Aantal_woningen;Aantal_utiliteiten;Vraag_Aardgas;Vraag_MT_Warmte;Vraag_LT_Warmte;Vraag_ElektrischeWarmte;Vraag_Koude;Vraag_Elektriciteit;Vraag_Warmte_totaal;Vraag_Warmte_perhectare;CO2_reductie;Nat_abskosten;Nat_meerkosten;Nat_meerkost_CO2;CO2_uitstoot_gas;CO2_uitstoot_elek;Maatschappelijke_kosten;Aansl_aardgas;Aansl_eWP;Aansl_MT;Aansl_LT;Aansl_hWPgroengas;Aansl_HRgroengas;nr_OrgEntity
BU04170321;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;RestWarmte;174.6;5;169.6;26;88;0;0;1;59;114;33;780;603893;33536;43;0;1151.78333;480316.43;0;0;11;0;0;0;5391
BU04170322;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;683.8;569;114.8;34;0;0;1;2;19;35;482;457;975442;-67061;-147;1296269.93;147310.688;654414.481;611;10;0;0;0;0;5392
BU04170323;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;545.192308;512;33.1923077;50;0;0;0;2;14;50;276;354;960262;-28837;-81;1523089.82;139857.255;731448.848;544;9;0;0;0;0;5393
BU04170324;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;183.223077;164;19.2230769;28;0;0;0;2;14;28;591;88;201130;-11447;-131;285038.957;41757.5408;121247.88;165;4;0;0;0;0;5394
BU04170325;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;161.346154;154;7.34615385;60;0;0;1;3;13;61;123;118;396743;-6740;-57;540827.662;43659.3203;342791.585;154;3;0;0;0;0;5395
BU04170326;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;164.961538;109;55.9615385;41;0;0;1;2;16;42;140;247;332431;-55868;-226;379660.41;30410.3815;285941.455;111;5;0;0;0;0;5396
BU04170327;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;371.030769;246;125.030769;34;0;14;0;2;19;48;212;555;570279;-184383;-332;704082.325;66018.6443;439711.696;246;9;0;1;0;0;5397
BU04170328;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;2375.52308;2199;176.523077;39;0;1;0;2;14;40;990;1400;3303950;-124721;-89;5212654.47;577812.465;2226493.57;2348;52;0;2;0;0;5398
BU04170329;WK041703;Laren;Noord-Holland Zuid;Noord-Holland;;380.276923;296;84.2769231;44;0;8;1;2;17;53;200;652;773658;-117537;-180;940860.573;82173.3146;644738.039;299;13;0;3;0;0;5399
BU04570001;WK045700;Weesp;Noord-Holland Zuid;Noord-Holland;RestWarmte;1519.8;1194;325.8;11;38;0;0;2;18;49;2313;3221;1715970;-582794;-181;0;271563.107;815029.267;0;0;1373;0;0;0;5610
BU04570002;WK045700;Weesp;Noord-Holland Zuid;Noord-Holland;RestWarmte;586.484615;513;73.4846154;10;36;0;0;2;13;46;3080;1117;597769;-120689;-108;0;113494.83;297312.014;0;0;560;0;0;0;5611
BU04570101;WK045701;Weesp;Noord-Holland Zuid;Noord-Holland;RestWarmte;750.023077;118;632.023077;11;38;0;0;1;28;49;718;1402;1008002;-280254;-200;0;28383.0166;593786.736;0;0;169;0;0;0;5612
BU04570102;WK045701;Weesp;Noord-Holland Zuid;Noord-Holland;;415.707692;368;47.7076923;29;0;0;1;1;15;30;1401;277;459617;-37203;-134;666649.943;87324.951;268883.145;376;14;0;0;0;0;5613
BU04570103;WK045701;Weesp;Noord-Holland Zuid;Noord-Holland;;333.415385;314;19.4153846;36;0;0;0;2;14;36;985;165;444952;-16307;-99;666036.302;80988.454;297164.56;326;5;0;0;0;0;5614
BU04570104;WK045701;Weesp;Noord-Holland Zuid;Noord-Holland;RestWarmte;259.3;254;5.3;11;39;0;0;2;12;50;1383;500;350724;-6557;-13;0;61315.9891;167692.592;0;0;295;0;0;0;5615
BU04570201;WK045702;Weesp;Noord-Holland Zuid;Noord-Holland;;1162.01538;1106;56.0153846;28;0;0;0;1;12;28;1301;361;1106393;-27946;-77;1812722.63;246668.075;573251.84;1112;20;0;0;0;0;5616
BU04570202;WK045702;Weesp;Noord-Holland Zuid;Noord-Holland;;553.353846;500;53.3538462;25;0;0;1;2;13;26;1220;290;572312;-40339;-139;784212.762;118922.087;319274.708;537;14;0;0;0;0;5617
BU04570301;WK045703;Weesp;Noord-Holland Zuid;Noord-Holland;RestWarmte;459.5;424;35.5;8;28;0;0;2;12;36;939;668;485709;25932;39;0;89326.0838;289533.113;0;0;458;0;0;0;5618
BU04570302;WK045703;Weesp;Noord-Holland Zuid;Noord-Holland;;1004.14615;930;74.1461538;29;0;0;0;2;14;29;1357;467;1112974;-70661;-151;1606255.58;225498.009;607906.665;1073;12;0;0;0;0;5619
BU04570303;WK045703;Weesp;Noord-Holland Zuid;Noord-Holland;;1030.17692;904;126.176923;25;0;0;0;2;13;25;1431;418;987465;-85369;-204;1421662.26;210824.732;501719.027;994;10;0;0;0;0;5620
BU04570304;WK045703;Weesp;Noord-Holland Zuid;Noord-Holland;RestWarmte;2695.4;75;2620.4;9;31;0;0;1;17;40;1309;4398;2364837;-1212897;-276;0;15327.7083;1518397.54;0;0;408;0;0;0;5621
BU04570401;WK045704;Weesp;Noord-Holland Zuid;Noord-Holland;;756.723077;702;54.7230769;32;0;0;0;1;13;32;992;294;891006;-34124;-116;1351039.61;181798.7;551586.545;717;11;0;0;0;0;5622
BU04570402;WK045704;Weesp;Noord-Holland Zuid;Noord-Holland;;797.338462;797;0.338461538;33;0;0;0;1;10;33;1083;205;835604;-7038;-34;1455006.28;199275.786;479225.471;801;0;0;0;0;0;5623
BU04570701;WK045707;Weesp;Noord-Holland Zuid;Noord-Holland;;165.461538;115;50.4615385;36;0;0;2;3;24;38;12;159;435502;-22254;-140;330695.717;30938.4014;382325.266;134;10;0;0;0;0;5624
