BU_CODE;WK_CODE;Gemeente;RES;Provincie;Aantal_woningen;Aantal_utiliteiten;Vraag_Aardgas;Vraag_MT_Warmte;Vraag_LT_Warmte;Vraag_ElektrischeWarmte;Vraag_Koude;Vraag_Elektriciteit;Vraag_Warmte_totaal;CO2_uitstoot_gas;CO2_uitstoot_elek;Maatschappelijke_kosten
BU00220002;WK002200;Westerkwartier;Groningen;Groningen;2095;321;83209.579;0;0;0;0;22080.1094;83209.579;4651638.93;533602.644;5583848.21
BU00220003;WK002200;Westerkwartier;Groningen;Groningen;1853;115;74459.6014;0;0;0;0;20580.5982;74459.6014;4162491.69;497364.456;4456333.45
BU00220004;WK002200;Westerkwartier;Groningen;Groningen;151;2;0;9201.25762;0;0;0;1457.70665;9201.25762;0;35227.9107;502594.121
BU00220008;WK002200;Westerkwartier;Groningen;Groningen;6;11;308.847297;0;0;0;0;68.68112;308.847297;17265.3934;1659.79373;207246.496
BU00220009;WK002200;Westerkwartier;Groningen;Groningen;594;7;22002.4423;0;0;0;0;6665.9926;22002.4423;1229995.61;161094.821;1356029.55
BU00220100;WK002201;Westerkwartier;Groningen;Groningen;595;41;29935.0471;0;0;0;0;6522.52366;29935.0471;1673449.53;157627.655;1700631.1
BU00220101;WK002201;Westerkwartier;Groningen;Groningen;89;4;5588.37053;0;0;0;0;1007.22753;5588.37053;312404.921;24341.332;678177.531
BU00220102;WK002201;Westerkwartier;Groningen;Groningen;85;4;4828.86336;0;0;0;0;953.007843;4828.86336;269946.431;23031.0229;656422.902
BU00220103;WK002201;Westerkwartier;Groningen;Groningen;37;2;2367.23657;0;0;0;0;419.621065;2367.23657;132334.882;10140.8424;268022.081
BU00220107;WK002201;Westerkwartier;Groningen;Groningen;52;0;2832.10225;0;0;0;0;589.107526;2832.10225;158322.122;14236.7652;278539.727
BU00220108;WK002201;Westerkwartier;Groningen;Groningen;51;2;3291.82003;0;0;0;0;577.554282;3291.82003;184021.58;13957.5618;765356.385
BU00220109;WK002201;Westerkwartier;Groningen;Groningen;255;13;16490.2346;0;0;0;0;2889.12878;16490.2346;921848.402;69820.6121;3213134.81
BU00220200;WK002202;Westerkwartier;Groningen;Groningen;788;71;35000.5026;0;0;0;0;8442.99464;35000.5026;1956622.09;204039.037;2374209.86
BU00220201;WK002202;Westerkwartier;Groningen;Groningen;1118;14;42104.0708;0;0;0;0;11777.4602;42104.0708;2353730.63;284621.954;1858545
BU00220209;WK002202;Westerkwartier;Groningen;Groningen;196;58;11541.2798;0;0;0;0;2166.29434;11541.2798;645188.538;52352.1132;2819364.11
BU00220400;WK002204;Westerkwartier;Groningen;Groningen;38;4;2514.29488;0;0;0;0;437.920949;2514.29488;140555.836;10583.0896;172006.918
BU00220401;WK002204;Westerkwartier;Groningen;Groningen;40;5;2614.83283;0;0;0;0;459.487937;2614.83283;146176.178;11104.2918;562479.276
BU00220409;WK002204;Westerkwartier;Groningen;Groningen;79;95;5035.53881;0;0;0;0;900.805078;5035.53881;281500.143;21769.4561;2099201.69
BU00220500;WK002205;Westerkwartier;Groningen;Groningen;35;2;2297.39402;0;0;0;0;397.19216;2297.39402;128430.496;9598.81053;230780.603
BU00220509;WK002205;Westerkwartier;Groningen;Groningen;29;5;1818.23181;0;0;0;0;327.522111;1818.23181;101644.041;7915.11768;579064.611
BU00220600;WK002206;Westerkwartier;Groningen;Groningen;231;6;12058.7705;0;0;0;0;2552.26291;12058.7705;674117.659;61679.6869;736912.442
BU00220609;WK002206;Westerkwartier;Groningen;Groningen;35;3;2299.60875;0;0;0;0;398.295044;2299.60875;128554.305;9625.46355;533722.456
BU00220700;WK002207;Westerkwartier;Groningen;Groningen;100;6;0;5473.70712;0;0;0;977.721797;5473.70712;0;23628.2768;222306.706
BU00220709;WK002207;Westerkwartier;Groningen;Groningen;26;1;1594.10198;0;0;0;0;288.454015;1594.10198;89114.5817;6970.97204;412654.165
BU00240000;WK002400;Loppersum;Groningen;Groningen;1169;92;52330.0074;0;0;0;0;12618.6126;52330.0074;2925387.95;304949.804;2915814.8
BU00240001;WK002400;Loppersum;Groningen;Groningen;216;8;11661.3232;0;0;0;0;2398.54408;11661.3232;651899.284;57964.8153;815177.061
BU00240002;WK002400;Loppersum;Groningen;Groningen;145;6;7732.3411;0;0;0;0;1603.81047;7732.3411;432258.634;38758.7529;490504.493
BU00240003;WK002400;Loppersum;Groningen;Groningen;59;5;3565.8593;0;0;0;0;657.647011;3565.8593;199341.111;15893.1361;268255.833
BU00240005;WK002400;Loppersum;Groningen;Groningen;0;1;0;0;0;0;0;0;0;0;0;31078.2009
BU00240008;WK002400;Loppersum;Groningen;Groningen;50;6;3166.90833;0;0;0;0;558.268;3166.90833;177038.681;13491.4767;820290.852
BU00240009;WK002400;Loppersum;Groningen;Groningen;71;16;4423.77887;0;0;0;0;789.04928;4423.77887;247301.119;19068.6909;1651856.37
BU00240100;WK002401;Loppersum;Groningen;Groningen;394;35;20389.0209;0;0;0;0;4369.15841;20389.0209;1139801.03;105587.995;1033286.49
BU00240101;WK002401;Loppersum;Groningen;Groningen;156;10;9105.62879;0;0;0;0;1728.83207;9105.62879;509029.104;41780.1083;536396.871
BU00240102;WK002401;Loppersum;Groningen;Groningen;92;4;5312.10859;0;0;0;0;1015.37371;5312.10859;296961.137;24538.1979;291140.158
BU00240109;WK002401;Loppersum;Groningen;Groningen;79;13;5164.60582;0;0;0;0;893.477375;5164.60582;288715.335;21592.3699;2270110.93
BU00240200;WK002402;Loppersum;Groningen;Groningen;1038;89;47661.3117;0;0;0;0;11088.4469;47661.3117;2664395.32;267970.799;2382197.42
BU00240201;WK002402;Loppersum;Groningen;Groningen;37;3;2372.44503;0;0;0;0;417.636295;2372.44503;132626.049;10092.8771;188893.5
BU00240202;WK002402;Loppersum;Groningen;Groningen;52;5;0;3212.25923;0;0;0;505.497311;3212.25923;0;12216.185;163318.585
BU00240203;WK002402;Loppersum;Groningen;Groningen;29;3;1663.18475;0;0;0;0;320.130499;1663.18475;92976.4944;7736.48705;174121.368
BU00240209;WK002402;Loppersum;Groningen;Groningen;118;20;7214.88779;0;0;0;0;1328.43732;7214.88779;403331.604;32103.9019;1802462.43
BU00240300;WK002403;Loppersum;Groningen;Groningen;320;17;17167.5338;0;0;0;0;3532.23207;17167.5338;959711.246;85362.275;1022689.29
BU00240301;WK002403;Loppersum;Groningen;Groningen;178;12;10063.7234;0;0;0;0;1971.61662;10063.7234;562589.167;47647.4017;615785.729
BU00240302;WK002403;Loppersum;Groningen;Groningen;86;9;4740.4395;0;0;0;0;954.32458;4740.4395;265003.299;23062.844;394634.342
BU00240303;WK002403;Loppersum;Groningen;Groningen;89;7;5182.1196;0;0;0;0;984.562216;5182.1196;289694.403;23793.5869;429713.503
BU00240304;WK002403;Loppersum;Groningen;Groningen;73;5;4244.74792;0;0;0;0;810.536835;4244.74792;237292.809;19587.9735;347276.718
BU00240305;WK002403;Loppersum;Groningen;Groningen;43;6;2613.20138;0;0;0;0;476.689373;2613.20138;146084.975;11519.9932;285710.654
BU00240309;WK002403;Loppersum;Groningen;Groningen;121;17;7700.08379;0;0;0;0;1357.79272;7700.08379;430455.363;32813.3241;3420709.77
BU00250000;WK002500;Westerkwartier;Groningen;Groningen;2369;170;108727.451;0;0;0;0;25921.2098;108727.451;6078156.5;626429.238;6669398.39
BU00250002;WK002500;Westerkwartier;Groningen;Groningen;274;15;15849.5162;0;0;0;0;3079.78198;15849.5162;886030.524;74428.0645;1749012.94
BU00250003;WK002500;Westerkwartier;Groningen;Groningen;198;15;12020.1607;0;0;0;0;2233.23568;12020.1607;671959.264;53969.8623;1502598.47
BU00250004;WK002500;Westerkwartier;Groningen;Groningen;147;7;8216.73582;0;0;0;0;1634.09324;8216.73582;459337.599;39490.5867;527763.893
BU00250005;WK002500;Westerkwartier;Groningen;Groningen;67;5;4369.07366;0;0;0;0;762.908885;4369.07366;244242.951;18436.9647;882392.208
BU00250006;WK002500;Westerkwartier;Groningen;Groningen;100;3;5137.19538;0;0;0;0;1085.64489;5137.19538;287183.018;26236.4181;324068.771
BU00250007;WK002500;Westerkwartier;Groningen;Groningen;58;6;3776.28488;0;0;0;0;662.200559;3776.28488;211104.466;16003.1802;572748.874
BU00250008;WK002500;Westerkwartier;Groningen;Groningen;80;11;4788.16927;0;0;0;0;887.763407;4788.16927;267671.521;21454.2823;1173077.3
BU00250009;WK002500;Westerkwartier;Groningen;Groningen;163;10;10347.6863;0;0;0;0;1838.27295;10347.6863;578463.455;44424.9297;2109807.05
BU00250100;WK002501;Westerkwartier;Groningen;Groningen;582;30;29524.4362;0;0;0;0;6484.48576;29524.4362;1650495.27;156708.406;1810042.08
BU00250101;WK002501;Westerkwartier;Groningen;Groningen;31;2;2013.70182;0;0;0;0;351.33344;2013.70182;112571.34;8490.55813;345447.11
BU00250102;WK002501;Westerkwartier;Groningen;Groningen;85;6;5455.04966;0;0;0;0;966.954931;5455.04966;304951.926;23368.0775;808510.686
BU00250104;WK002501;Westerkwartier;Groningen;Groningen;93;7;5631.78588;0;0;0;0;1044.16656;5631.78588;314831.955;25234.0252;691792.011
BU00250108;WK002501;Westerkwartier;Groningen;Groningen;86;6;5439.73953;0;0;0;0;976.709009;5439.73953;304096.049;23603.8011;1223607.37
BU00250109;WK002501;Westerkwartier;Groningen;Groningen;82;4;5136.8919;0;0;0;0;933.780762;5136.8919;287166.053;22566.3684;915292.172
BU00370100;WK003701;Stadskanaal;Groningen;Groningen;928;385;29096.8154;0;0;0;0;8912.81862;29096.8154;1626590.13;215393.117;3574478.91
BU00370101;WK003701;Stadskanaal;Groningen;Groningen;682;183;20567.3374;0;0;0;0;6995.27396;20567.3374;1149769.4;169052.454;939707.349
BU00370102;WK003701;Stadskanaal;Groningen;Groningen;1190;257;39308.6873;0;0;0;0;12172.8945;39308.6873;2197461.19;294178.283;1527587.75
BU00370103;WK003701;Stadskanaal;Groningen;Groningen;1328;406;48450.2333;0;0;0;0;14337.1248;48450.2333;2708498.16;346480.515;2371577.17
BU00370104;WK003701;Stadskanaal;Groningen;Groningen;610;11;22297.7425;0;0;0;0;6512.09064;22297.7425;1246503.69;157375.524;930933.391
BU00370105;WK003701;Stadskanaal;Groningen;Groningen;1098;8;47500.4908;0;0;0;0;11877.9282;47500.4908;2655405;287049.931;1419556.88
BU00370106;WK003701;Stadskanaal;Groningen;Groningen;155;118;8682.14309;0;0;0;0;1673.39509;8682.14309;485355.116;40440.3814;1817021.77
BU00370107;WK003701;Stadskanaal;Groningen;Groningen;144;33;7971.47193;0;0;0;0;1542.56119;7971.47193;445626.689;37278.5621;825184.304
BU00370108;WK003701;Stadskanaal;Groningen;Groningen;1341;158;57866.1017;0;0;0;0;13982.9919;57866.1017;3234870.49;337922.304;2652783.55
BU00370109;WK003701;Stadskanaal;Groningen;Groningen;403;11;23527.2515;0;0;0;0;4391.68475;23527.2515;1315236.55;106132.381;750875.84
BU00370110;WK003701;Stadskanaal;Groningen;Groningen;724;80;33187.864;0;0;0;0;7813.51201;33187.864;1855290.73;188826.54;1564870.53
BU00370111;WK003701;Stadskanaal;Groningen;Groningen;372;16;21427.0955;0;0;0;0;4039.94689;21427.0955;1197832.19;97632.0497;772090.898
BU00370112;WK003701;Stadskanaal;Groningen;Groningen;448;3;20322.7358;0;0;0;0;4933.88544;20322.7358;1136095.51;119235.565;942247.904
BU00370200;WK003702;Stadskanaal;Groningen;Groningen;1819;169;71139.2024;0;0;0;0;19180.2374;71139.2024;3976872.47;463522.404;3534006.94
BU00370201;WK003702;Stadskanaal;Groningen;Groningen;616;65;26775.616;0;0;0;0;6455.00395;26775.616;1496828.84;155995.929;1142556.13
BU00370202;WK003702;Stadskanaal;Groningen;Groningen;552;25;31640.9366;0;0;0;0;6025.97234;31640.9366;1768813.33;145627.665;1153614.1
BU00370203;WK003702;Stadskanaal;Groningen;Groningen;404;15;19545.4951;0;0;0;0;4415.75679;19545.4951;1092645.67;106714.122;1084768.7
BU00370300;WK003703;Stadskanaal;Groningen;Groningen;916;48;42862.5789;0;0;0;0;9838.22297;42862.5789;2396133.28;237757.055;2801510.98
BU00370301;WK003703;Stadskanaal;Groningen;Groningen;50;2;2794.44684;0;0;0;0;551.519706;2794.44684;156217.083;13328.3929;166491.505
BU00370308;WK003703;Stadskanaal;Groningen;Groningen;108;3;6909.46709;0;0;0;0;1208.08592;6909.46709;386257.766;29195.4097;672132.936
BU00370309;WK003703;Stadskanaal;Groningen;Groningen;222;13;14025.7037;0;0;0;0;2486.86713;14025.7037;784074.504;60099.289;1715442.27
BU00370400;WK003704;Stadskanaal;Groningen;Groningen;385;17;19731.7943;0;0;0;0;4229.7007;19731.7943;1103060.3;102217.767;1716687.85
BU00370401;WK003704;Stadskanaal;Groningen;Groningen;58;2;3503.61271;0;0;0;0;645.524916;3503.61271;195861.36;15600.1855;434127.771
BU00370402;WK003704;Stadskanaal;Groningen;Groningen;117;3;7337.44788;0;0;0;0;1304.62642;7337.44788;410183.042;31528.4718;721138.153
BU00370409;WK003704;Stadskanaal;Groningen;Groningen;50;5;3154.23466;0;0;0;0;560.166666;3154.23466;176330.188;13537.3611;252086.661
BU00370500;WK003705;Stadskanaal;Groningen;Groningen;401;15;20751.8116;0;0;0;0;4402.73782;20751.8116;1160082;106399.497;1460048.55
BU00370509;WK003705;Stadskanaal;Groningen;Groningen;107;2;6532.5787;0;0;0;0;1189.80796;6532.5787;365188.694;28753.6923;332555.731
BU00470000;WK004700;Veendam;Groningen;Groningen;1470;424;0;61866.947;0;0;0;13533.8854;61866.947;0;327068.897;3468884.56
BU00470001;WK004700;Veendam;Groningen;Groningen;1615;293;0;63129.7707;0;0;0;15466.9051;63129.7707;0;373783.539;3116643.47
BU00470002;WK004700;Veendam;Groningen;Groningen;362;71;19881.1625;0;0;0;0;3981.59972;19881.1625;1111410.38;96221.9933;1274855.09
BU00470003;WK004700;Veendam;Groningen;Groningen;890;196;0;36733.246;0;0;0;8351.22814;36733.246;0;201821.347;1359935.5
BU00470004;WK004700;Veendam;Groningen;Groningen;661;147;26821.2631;0;0;0;0;6647.88103;26821.2631;1499380.64;160657.125;1256432.48
BU00470005;WK004700;Veendam;Groningen;Groningen;3676;379;149526.312;0;0;0;0;39853.9282;149526.312;8358922.42;963136.598;6978579.98
BU00470006;WK004700;Veendam;Groningen;Groningen;50;119;2271.02143;0;0;0;0;556.086702;2271.02143;126956.197;13438.762;2036235.75
BU00470007;WK004700;Veendam;Groningen;Groningen;779;12;0;32543.9266;0;0;0;7498.86664;32543.9266;0;181222.611;1427310.73
BU00470100;WK004701;Veendam;Groningen;Groningen;179;11;11108.7069;0;0;0;0;2001.71471;11108.7069;621006.548;48374.7722;1107250.22
BU00470101;WK004701;Veendam;Groningen;Groningen;455;29;24522.7087;0;0;0;0;5000.84375;24522.7087;1370885.28;120853.724;1505716.76
BU00470102;WK004701;Veendam;Groningen;Groningen;170;8;10618.2674;0;0;0;0;1899.02201;10618.2674;593589.664;45893.0318;884581.606
BU00470109;WK004701;Veendam;Groningen;Groningen;81;16;4992.24631;0;0;0;0;897.52992;4992.24631;279079.976;21690.3064;1025326.76
BU00470200;WK004702;Veendam;Groningen;Groningen;1354;132;62495.0334;0;0;0;0;14642.4123;62495.0334;3493640.21;353858.298;3646348.35
BU00470201;WK004702;Veendam;Groningen;Groningen;538;32;30847.7728;0;0;0;0;5947.64013;30847.7728;1724473.35;143734.637;1531104.44
BU00470202;WK004702;Veendam;Groningen;Groningen;145;8;6925.9955;0;0;0;0;1591.12237;6925.9955;387181.749;38452.124;366755.346
BU00470203;WK004702;Veendam;Groningen;Groningen;36;3;1929.38789;0;0;0;0;376.539533;1929.38789;107857.965;9099.70539;316013.041
BU00470209;WK004702;Veendam;Groningen;Groningen;339;38;17214.3568;0;0;0;0;3714.49925;17214.3568;962328.777;89767.0653;921668.503
BU00530000;WK005300;Het Hogeland;Groningen;Groningen;715;96;0;33784.9918;0;0;0;6880.15598;33784.9918;0;166270.436;1759685.45
BU00530001;WK005300;Het Hogeland;Groningen;Groningen;756;113;0;32171.4171;0;0;0;7461.50786;32171.4171;0;180319.773;1596557.25
BU00530002;WK005300;Het Hogeland;Groningen;Groningen;774;11;29211.9123;0;0;0;0;8513.24878;29211.9123;1633024.35;205736.846;1386963.22
BU00530003;WK005300;Het Hogeland;Groningen;Groningen;312;17;13648.6891;0;0;0;0;3436.60198;13648.6891;762998.373;83051.2146;883174.995
BU00530004;WK005300;Het Hogeland;Groningen;Groningen;561;6;24179.7319;0;0;0;0;6224.42944;24179.7319;1351711.95;150423.711;1182366.5
BU00530009;WK005300;Het Hogeland;Groningen;Groningen;77;23;4962.99048;0;0;0;0;875.907769;4962.99048;277444.496;21167.7711;2059514.69
BU00530100;WK005301;Het Hogeland;Groningen;Groningen;350;25;0;17780.1181;0;0;0;3414.07616;17780.1181;0;82506.8405;704170.375
BU00530101;WK005301;Het Hogeland;Groningen;Groningen;80;6;0;4750.29165;0;0;0;780.93473;4750.29165;0;18872.5893;223583.349
BU00530102;WK005301;Het Hogeland;Groningen;Groningen;168;10;0;8528.00301;0;0;0;1640.59474;8528.00301;0;39647.7062;344091.103
BU00530109;WK005301;Het Hogeland;Groningen;Groningen;118;16;7463.15543;0;0;0;0;1337.25991;7463.15543;417210.432;32317.1145;2029449.82
BU00530200;WK005302;Het Hogeland;Groningen;Groningen;845;70;0;39173.7265;0;0;0;8180.25297;39173.7265;0;197689.447;1549060.1
BU00530201;WK005302;Het Hogeland;Groningen;Groningen;186;12;0;10681.3941;0;0;0;1819.39245;10681.3941;0;43968.6508;491553.348
BU00530202;WK005302;Het Hogeland;Groningen;Groningen;77;5;0;4459.80952;0;0;0;751.19617;4459.80952;0;18153.9074;271487.253
BU00530203;WK005302;Het Hogeland;Groningen;Groningen;23;4;0;1469.95002;0;0;0;222.662264;1469.95002;0;5381.00471;95400.9617
BU00530204;WK005302;Het Hogeland;Groningen;Groningen;12;1;757.569421;0;0;0;0;134.10224;757.569421;42350.1652;3240.80413;49264.1428
BU00530209;WK005302;Het Hogeland;Groningen;Groningen;97;24;6184.69557;0;0;0;0;1093.51547;6184.69557;345741.092;26426.6239;1989447.57
BU00530300;WK005303;Het Hogeland;Groningen;Groningen;241;8;12907.4435;0;0;0;0;2672.40067;12907.4435;721560.757;64583.0161;727486.979
BU00530301;WK005303;Het Hogeland;Groningen;Groningen;442;27;0;21974.396;0;0;0;4350.5808;21974.396;0;105139.036;921881.56
BU00530302;WK005303;Het Hogeland;Groningen;Groningen;20;2;1229.05014;0;0;0;0;223.057297;1229.05014;68707.2037;5390.55135;124340.064
BU00530309;WK005303;Het Hogeland;Groningen;Groningen;105;13;6615.07672;0;0;0;0;1198.80662;6615.07672;369800.554;28971.1599;1788407.64
BU00560000;WK005600;Westerkwartier;Groningen;Groningen;3057;177;131007.281;0;0;0;0;33161.739;131007.281;7323658.84;801408.692;7161440.13
BU00560001;WK005600;Westerkwartier;Groningen;Groningen;567;48;28983.5956;0;0;0;0;6216.49258;28983.5956;1620260.83;150231.904;1785167.31
BU00560002;WK005600;Westerkwartier;Groningen;Groningen;197;8;0;9634.81352;0;0;0;1927.57059;9634.81352;0;46582.956;453366.539
BU00560003;WK005600;Westerkwartier;Groningen;Groningen;156;8;7536.17279;0;0;0;0;1739.11095;7536.17279;421292.298;42028.5146;427287.895
BU00560009;WK005600;Westerkwartier;Groningen;Groningen;202;13;9409.6539;0;0;0;0;2252.16896;9409.6539;526024.924;54427.4166;2700529.74
BU00560100;WK005601;Westerkwartier;Groningen;Groningen;1072;94;50055.7812;0;0;0;0;11719.5676;50055.7812;2798252.6;283222.884;3009863.57
BU00560102;WK005601;Westerkwartier;Groningen;Groningen;147;7;7805.5985;0;0;0;0;1620.45214;7805.5985;436353.919;39160.9268;464887.17
BU00560103;WK005601;Westerkwartier;Groningen;Groningen;221;9;11282.2786;0;0;0;0;2432.5286;11282.2786;630709.675;58786.1079;545977.216
BU00560104;WK005601;Westerkwartier;Groningen;Groningen;79;3;4047.85354;0;0;0;0;861.93996;4047.85354;226285.884;20830.2157;286246.054
BU00560109;WK005601;Westerkwartier;Groningen;Groningen;146;21;9181.00539;0;0;0;0;1643.58779;9181.00539;513242.858;39720.0382;3144306.41
BU00560200;WK005602;Westerkwartier;Groningen;Groningen;545;45;0;24977.8163;0;0;0;5333.2004;24977.8163;0;128885.676;1196129.59
BU00560201;WK005602;Westerkwartier;Groningen;Groningen;70;6;0;4252.13614;0;0;0;683.668809;4252.13614;0;16521.9962;191420.408
BU00560203;WK005602;Westerkwartier;Groningen;Groningen;48;5;0;2681.11484;0;0;0;471.519417;2681.11484;0;11395.0526;98540.4465
BU00560204;WK005602;Westerkwartier;Groningen;Groningen;57;2;3223.9999;0;0;0;0;634.260308;3223.9999;180230.253;15327.9574;149777.271
BU00560208;WK005602;Westerkwartier;Groningen;Groningen;15;7;971.147834;0;0;0;0;169.818655;971.147834;54289.7721;4103.95084;485932.077
BU00560209;WK005602;Westerkwartier;Groningen;Groningen;84;18;5408.40414;0;0;0;0;950.30448;5408.40414;302344.317;22965.6916;1816666.27
BU00560300;WK005603;Westerkwartier;Groningen;Groningen;903;71;41708.2311;0;0;0;0;9954.754;41708.2311;2331602.13;240573.222;2223478.25
BU00560301;WK005603;Westerkwartier;Groningen;Groningen;77;6;0;4627.14258;0;0;0;749.395647;4627.14258;0;18110.3948;212320.286
BU00560302;WK005603;Westerkwartier;Groningen;Groningen;52;5;0;3051.69223;0;0;0;507.76497;3051.69223;0;12270.9868;184985.337
BU00560309;WK005603;Westerkwartier;Groningen;Groningen;132;24;8575.15862;0;0;0;0;1491.37468;8575.15862;479374.397;36041.5547;3836716.19
BU00580000;WK005800;Noardeast-Fryslân;Friesland;Friesland;850;270;0;33139.9875;0;0;0;7978.66805;33139.9875;0;192817.811;1821812.1
BU00580001;WK005800;Noardeast-Fryslân;Friesland;Friesland;584;58;25705.5698;0;0;0;0;6135.30508;25705.5698;1437010.38;148269.873;811397.263
BU00580002;WK005800;Noardeast-Fryslân;Friesland;Friesland;918;170;36249.6934;0;0;0;0;10292.4187;36249.6934;2026455.21;248733.453;942788.857
BU00580003;WK005800;Noardeast-Fryslân;Friesland;Friesland;1124;107;43152.323;0;0;0;0;12163.3021;43152.323;2412330.75;293946.467;1122484.54
BU00580004;WK005800;Noardeast-Fryslân;Friesland;Friesland;25;82;1499.78415;0;0;0;0;279.83032;1499.78415;83841.9616;6762.56607;495874.598
BU00580005;WK005800;Noardeast-Fryslân;Friesland;Friesland;520;62;19458.538;0;0;0;0;5499.06594;19458.538;1087784.53;132894.094;883366.09
BU00580006;WK005800;Noardeast-Fryslân;Friesland;Friesland;167;46;8507.72408;0;0;0;0;1816.09467;8507.72408;475604.625;43888.9545;390748.788
BU00580007;WK005800;Noardeast-Fryslân;Friesland;Friesland;171;29;7458.63021;0;0;0;0;1911.3344;7458.63021;416957.46;46190.5813;632184.756
BU00580008;WK005800;Noardeast-Fryslân;Friesland;Friesland;492;11;22104.2969;0;0;0;0;5371.18691;22104.2969;1235689.56;129803.684;578894.118
BU00580009;WK005800;Noardeast-Fryslân;Friesland;Friesland;522;23;21952.1213;0;0;0;0;5749.85572;21952.1213;1227182.54;138954.847;761096.094
