BU_CODE;WK_CODE;Gemeente;RES;Provincie;Aantal_woningen;Aantal_utiliteiten;Vraag_Aardgas;Vraag_MT_Warmte;Vraag_LT_Warmte;Vraag_ElektrischeWarmte;Vraag_Koude;Vraag_Elektriciteit;Vraag_Warmte_totaal;CO2_uitstoot_gas;CO2_uitstoot_elek;Maatschappelijke_kosten
BU03637300;WK036373;Amsterdam;Noord-Holland Zuid;Noord-Holland;31;2;1151.24451;0;0;0;0;332.92368;1151.24451;64357.6598;8045.6556;48219.9684
BU03637301;WK036373;Amsterdam;Noord-Holland Zuid;Noord-Holland;180;6;0;8305.7475;0;0;0;1765.94132;8305.7475;0;42676.9152;406671.62
BU03637302;WK036373;Amsterdam;Noord-Holland Zuid;Noord-Holland;2;4;108.660376;0;0;0;0;21.36752;108.660376;6074.40684;516.381733;26217.8591
BU03637303;WK036373;Amsterdam;Noord-Holland Zuid;Noord-Holland;181;11;8220.41316;0;0;0;0;1907.93361;8220.41316;459543.172;46108.3957;382345.871
BU03637304;WK036373;Amsterdam;Noord-Holland Zuid;Noord-Holland;15;0;545.952433;0;0;0;0;139.84712;545.952433;30520.2072;3379.63873;54200.4879
BU03637305;WK036373;Amsterdam;Noord-Holland Zuid;Noord-Holland;132;7;6239.82308;0;0;0;0;1406.71813;6239.82308;348822.868;33995.6881;278979.804
BU03637306;WK036373;Amsterdam;Noord-Holland Zuid;Noord-Holland;118;4;5472.13635;0;0;0;0;1239.40434;5472.13635;305907.118;29952.2715;261032.689
BU03637307;WK036373;Amsterdam;Noord-Holland Zuid;Noord-Holland;204;7;8131.79349;0;0;0;0;2127.78241;8131.79349;454589.095;51421.4082;435451.444
BU03637308;WK036373;Amsterdam;Noord-Holland Zuid;Noord-Holland;1;2;50.8986724;0;0;0;0;10.45792;50.8986724;2845.37248;252.733067;105426.417
BU03637309;WK036373;Amsterdam;Noord-Holland Zuid;Noord-Holland;1;7;46.1401957;0;0;0;0;10.35632;46.1401957;2579.36086;250.277733;231297.315
BU03637400;WK036374;Amsterdam;Noord-Holland Zuid;Noord-Holland;40;0;1583.73346;0;0;0;0;432.470252;1583.73346;88534.9536;10451.3644;64516.5049
BU03637401;WK036374;Amsterdam;Noord-Holland Zuid;Noord-Holland;203;25;3938.34777;0;0;0;0;1822.14936;3938.34777;220164.217;44035.2762;475326.434
BU03637402;WK036374;Amsterdam;Noord-Holland Zuid;Noord-Holland;830;12;21795.951;0;0;0;0;8783.418;21795.951;1218452.19;212265.935;668304.08
BU03637500;WK036375;Amsterdam;Noord-Holland Zuid;Noord-Holland;1048;63;23300.9343;0;8611.27567;0;0;9354.78066;31912.21;1302584.81;226073.866;657868.178
BU03637501;WK036375;Amsterdam;Noord-Holland Zuid;Noord-Holland;579;35;11395.2537;0;4785.20044;0;0;5059.01028;16180.4541;637025.286;122259.415;359781.363
BU03637502;WK036375;Amsterdam;Noord-Holland Zuid;Noord-Holland;858;27;15631.6821;0;8603.08648;0;0;7480.70379;24234.7686;873853.011;180783.675;422397.384
BU03637503;WK036375;Amsterdam;Noord-Holland Zuid;Noord-Holland;474;7;9036.10302;0;4136.3687;0;0;4164.41804;13172.4717;505142.426;100640.103;243640.273
BU03637600;WK036376;Amsterdam;Noord-Holland Zuid;Noord-Holland;2758;96;57806.174;0;22078.9634;0;0;26049.3867;79885.1373;3231520.37;629526.845;1782208.2
BU03637601;WK036376;Amsterdam;Noord-Holland Zuid;Noord-Holland;1390;95;12466.8363;0;21335.8624;0;0;11838.6374;33802.6987;696929.631;286100.403;1137224.19
BU03637700;WK036377;Amsterdam;Noord-Holland Zuid;Noord-Holland;1868;41;28965.3287;0;16319.8167;0;0;16488.2327;45285.1454;1619239.67;398465.623;1240700.75
BU03637701;WK036377;Amsterdam;Noord-Holland Zuid;Noord-Holland;1518;26;17032.6169;0;21312.1721;0;0;13557.5519;38344.789;952169.026;327640.839;954975.689
BU03637702;WK036377;Amsterdam;Noord-Holland Zuid;Noord-Holland;1493;96;0;40085.491;0;0;0;13146.3807;40085.491;0;317704.201;1248526.09
BU03637703;WK036377;Amsterdam;Noord-Holland Zuid;Noord-Holland;1410;58;0;37732.7297;0;0;0;11850.4599;37732.7297;0;286386.115;1006529.77
BU03637704;WK036377;Amsterdam;Noord-Holland Zuid;Noord-Holland;35;7;832.312817;0;0;0;0;322.7168;832.312817;46528.5217;7798.98933;170863.934
BU03637705;WK036377;Amsterdam;Noord-Holland Zuid;Noord-Holland;1642;57;30954.1944;0;12318.9577;0;0;15307.0539;43273.152;1730422.6;369920.47;968649.615
BU03637800;WK036378;Amsterdam;Noord-Holland Zuid;Noord-Holland;1287;33;33307.288;0;365.005242;0;0;12170.9151;33672.2933;1861966.85;294130.449;679395.954
BU03637801;WK036378;Amsterdam;Noord-Holland Zuid;Noord-Holland;965;32;26968.1266;0;0;0;0;10114.4123;26968.1266;1507590.71;244431.63;580733.094
BU03637802;WK036378;Amsterdam;Noord-Holland Zuid;Noord-Holland;1643;65;29017.3612;0;9722.51203;0;0;14746.8749;38739.8732;1622148.42;356382.811;929091.185
BU03637803;WK036378;Amsterdam;Noord-Holland Zuid;Noord-Holland;2211;40;40907.675;0;14652.9556;0;0;20684.7302;55560.6306;2286848.9;499880.979;1231070.03
BU03637804;WK036378;Amsterdam;Noord-Holland Zuid;Noord-Holland;153;3;32.822975;0;3310.51949;0;0;1264.00536;3343.34247;1834.89245;30546.7962;101177.333
BU03637900;WK036379;Amsterdam;Noord-Holland Zuid;Noord-Holland;11;25;516.429962;0;0;0;0;119.0272;516.429962;28869.8218;2876.49067;541978.869
BU03637901;WK036379;Amsterdam;Noord-Holland Zuid;Noord-Holland;922;5;29639.3023;0;0;0;0;9689.43158;29639.3023;1656916.6;234161.263;662416.986
BU03638000;WK036380;Amsterdam;Noord-Holland Zuid;Noord-Holland;2;24;82.7720843;0;0;0;0;21.6205954;82.7720843;4627.18181;522.497722;527667.485
BU03638001;WK036380;Amsterdam;Noord-Holland Zuid;Noord-Holland;268;16;12150.2195;0;0;0;0;2886.27782;12150.2195;679229.902;69751.7141;747234.381
BU03638002;WK036380;Amsterdam;Noord-Holland Zuid;Noord-Holland;24;15;1178.13666;0;0;0;0;266.464785;1178.13666;65861.0035;6439.56563;457590.647
BU03638100;WK036381;Amsterdam;Noord-Holland Zuid;Noord-Holland;2424;90;34263.5749;0;27412.7823;0;0;21238.1053;61676.3572;1915425.85;513254.212;1374400.37
BU03638101;WK036381;Amsterdam;Noord-Holland Zuid;Noord-Holland;1532;26;28965.4841;0;7384.91166;0;0;13784.7037;36350.3957;1619248.35;333130.34;632824.825
BU03638102;WK036381;Amsterdam;Noord-Holland Zuid;Noord-Holland;1309;251;846.731243;0;30136.6573;0;0;10928.3378;30983.3885;47334.5505;264101.496;1724903.21
BU03638103;WK036381;Amsterdam;Noord-Holland Zuid;Noord-Holland;662;9;4516.62551;0;12228.4635;0;0;5882.764;16745.089;252491.496;142166.797;702745.251
BU03638104;WK036381;Amsterdam;Noord-Holland Zuid;Noord-Holland;1899;46;28840.1902;0;26687.1449;0;0;18228.7189;55527.3351;1612244.09;440527.373;1358665.12
BU03638200;WK036382;Amsterdam;Noord-Holland Zuid;Noord-Holland;1403;37;33026.7573;0;976.813503;0;0;12641.9972;34003.5708;1846284.43;305514.933;619513.64
BU03638201;WK036382;Amsterdam;Noord-Holland Zuid;Noord-Holland;1412;35;11146.3161;0;22479.5709;0;0;12175.1524;33625.8871;623109.007;294232.85;767975.038
BU03638202;WK036382;Amsterdam;Noord-Holland Zuid;Noord-Holland;1274;45;770.635266;0;25879.7579;0;0;10543.7042;26650.3932;43080.581;254806.186;871109.37
BU03638203;WK036382;Amsterdam;Noord-Holland Zuid;Noord-Holland;2500;72;7678.9835;0;44998.921;0;0;21366.505;52677.9045;429275.8;516357.203;1610929.67
BU03638300;WK036383;Amsterdam;Noord-Holland Zuid;Noord-Holland;2590;41;64320.0417;0;6126.27436;0;0;24481.7042;70446.3161;3595663.07;591641.185;1365489.78
BU03638301;WK036383;Amsterdam;Noord-Holland Zuid;Noord-Holland;44;57;1056.45707;0;0;0;0;390.68056;1056.45707;59058.7877;9441.44687;566681.862
BU03638400;WK036384;Amsterdam;Noord-Holland Zuid;Noord-Holland;1571;8;46001.9282;0;0;0;0;16149.2987;46001.9282;2571631.33;390274.72;827548.009
BU03638401;WK036384;Amsterdam;Noord-Holland Zuid;Noord-Holland;1750;13;48194.7796;0;0;0;0;18031.0646;48194.7796;2694217.61;435750.729;1185105.76
BU03638402;WK036384;Amsterdam;Noord-Holland Zuid;Noord-Holland;2062;32;48781.6836;0;11800.565;0;0;21418.2091;60582.2487;2727027.12;517606.721;1759831.1
BU03638500;WK036385;Amsterdam;Noord-Holland Zuid;Noord-Holland;1067;5;16243.7011;0;11194.6505;0;0;10008.1814;27438.3515;908066.514;241864.385;706643.205
BU03638501;WK036385;Amsterdam;Noord-Holland Zuid;Noord-Holland;920;55;9078.06356;0;20474.9785;0;0;8578.03125;29553.0421;507488.133;207302.422;886176.711
BU03638502;WK036385;Amsterdam;Noord-Holland Zuid;Noord-Holland;1436;44;8349.76921;0;29946.7838;0;0;12633.4523;38296.553;466774.523;305308.432;1030455.4
BU03638600;WK036386;Amsterdam;Noord-Holland Zuid;Noord-Holland;2245;131;43065.5476;0;10325.0863;0;0;20295.3715;53390.6339;2407479.77;490471.477;1234221.81
BU03638601;WK036386;Amsterdam;Noord-Holland Zuid;Noord-Holland;2134;109;19767.664;0;25666.2479;0;0;18454.7487;45433.9119;1105065.51;445989.759;1318404.94
BU03638602;WK036386;Amsterdam;Noord-Holland Zuid;Noord-Holland;362;9;9076.97584;0;0;0;0;3352.65705;9076.97584;507427.327;81022.5454;448582.038
BU03638603;WK036386;Amsterdam;Noord-Holland Zuid;Noord-Holland;450;3;13275.3905;0;0;0;0;4155.78978;13275.3905;742129.98;100431.586;411675.292
BU03638604;WK036386;Amsterdam;Noord-Holland Zuid;Noord-Holland;361;12;7208.35065;0;1665.2267;0;0;3158.52464;8873.57735;402966.16;76331.0121;288358.705
BU03638605;WK036386;Amsterdam;Noord-Holland Zuid;Noord-Holland;282;10;0;0;5083.5943;0;0;2329.32;5083.5943;0;56291.9;935111.254
BU03638700;WK036387;Amsterdam;Noord-Holland Zuid;Noord-Holland;1516;54;24807.6485;0;9688.09101;0;0;13317.3585;34495.7395;1386814.18;321836.164;1391999.58
BU03638701;WK036387;Amsterdam;Noord-Holland Zuid;Noord-Holland;519;11;11605.1053;0;0;0;0;4861.6056;11605.1053;648756.552;117488.802;267926.904
BU03638702;WK036387;Amsterdam;Noord-Holland Zuid;Noord-Holland;790;18;18538.0429;0;0;0;0;7073.54208;18538.0429;1036326.38;170943.933;461865.027
BU03638703;WK036387;Amsterdam;Noord-Holland Zuid;Noord-Holland;1879;79;41922.3216;0;3535.85602;0;0;16744.0664;45458.1776;2343570.37;404648.271;1322125.67
BU03638704;WK036387;Amsterdam;Noord-Holland Zuid;Noord-Holland;532;14;12607.8067;0;0;0;0;4666.29568;12607.8067;704810.254;112768.812;529654.685
BU03638705;WK036387;Amsterdam;Noord-Holland Zuid;Noord-Holland;926;51;1435.90669;0;15334.8512;0;0;7709.27344;16770.7579;80271.0405;186307.441;787517.877
BU03638800;WK036388;Amsterdam;Noord-Holland Zuid;Noord-Holland;6;101;290.117161;0;0;0;0;62.3296;290.117161;16218.3284;1506.29867;2868710.21
BU03638801;WK036388;Amsterdam;Noord-Holland Zuid;Noord-Holland;436;0;13703.238;0;0;0;0;4459.24534;13703.238;766047.805;107765.096;273325.799
BU03638802;WK036388;Amsterdam;Noord-Holland Zuid;Noord-Holland;5;14;290.374177;0;0;0;0;55.2144;290.374177;16232.6963;1334.348;532546.423
BU03638803;WK036388;Amsterdam;Noord-Holland Zuid;Noord-Holland;90;16;4180.74827;0;0;0;0;974.659646;4180.74827;233715.056;23554.2748;375553.854
BU03638804;WK036388;Amsterdam;Noord-Holland Zuid;Noord-Holland;1217;12;33122.0292;0;817.230343;0;0;12779.3038;33939.2595;1851610.38;308833.176;783818.977
BU03638805;WK036388;Amsterdam;Noord-Holland Zuid;Noord-Holland;1348;12;36374.9573;0;662.720623;0;0;14004.9063;37037.6779;2033457.8;338451.902;910518.293
BU03638806;WK036388;Amsterdam;Noord-Holland Zuid;Noord-Holland;635;29;13434.5103;0;0;0;0;5781.026;13434.5103;751025.204;139708.128;291830.653
BU03638807;WK036388;Amsterdam;Noord-Holland Zuid;Noord-Holland;837;5;24888.0787;0;988.081022;0;0;9010.12904;25876.1598;1391310.44;217744.785;651915.619
BU03638808;WK036388;Amsterdam;Noord-Holland Zuid;Noord-Holland;863;27;21143.8238;0;0;0;0;8889.09864;21143.8238;1181996.54;214819.884;683885.297
BU03638809;WK036388;Amsterdam;Noord-Holland Zuid;Noord-Holland;271;33;7873.35313;0;1823.02161;0;0;2787.53784;9696.37474;440141.585;67365.4977;621022.105
BU03638900;WK036389;Amsterdam;Noord-Holland Zuid;Noord-Holland;1384;71;8418.24631;0;28027.4197;0;0;12369.9685;36445.666;470602.577;298940.904;1145211.92
BU03638901;WK036389;Amsterdam;Noord-Holland Zuid;Noord-Holland;1901;43;16857.9917;0;31189.8834;0;0;16819.1199;48047.8751;942407.01;406462.064;1115755.71
BU03638902;WK036389;Amsterdam;Noord-Holland Zuid;Noord-Holland;1359;52;28249.255;0;4486.82809;0;0;12612.1493;32736.0831;1579209.22;304793.607;1058981.78
BU03638903;WK036389;Amsterdam;Noord-Holland Zuid;Noord-Holland;286;11;7025.58064;0;0;0;0;2564.35392;7025.58064;392748.826;61971.8864;1486483.83
BU03639000;WK036390;Amsterdam;Noord-Holland Zuid;Noord-Holland;2643;208;67257.3228;0;0;0;0;24148.1592;67257.3228;3759864.97;583580.514;1856808.1
BU03639002;WK036390;Amsterdam;Noord-Holland Zuid;Noord-Holland;2002;64;61377.3189;0;0;0;0;18662.4919;61377.3189;3431156.96;451010.221;1303602.51
BU03639003;WK036390;Amsterdam;Noord-Holland Zuid;Noord-Holland;2304;113;68690.7134;0;0;0;0;22278.0964;68690.7134;3839995.36;538387.331;2216060.97
BU03639004;WK036390;Amsterdam;Noord-Holland Zuid;Noord-Holland;21;20;1100.99885;0;0;0;0;226.04328;1100.99885;61548.7924;5462.7126;207053.848
BU03639008;WK036390;Amsterdam;Noord-Holland Zuid;Noord-Holland;500;22;16142.4062;0;0;0;0;5062.83491;16142.4062;902403.856;122351.844;607103.611
BU03639009;WK036390;Amsterdam;Noord-Holland Zuid;Noord-Holland;3;15;131.937116;0;0;0;0;33.14184;131.937116;7375.63913;800.9278;842981.773
BU03639100;WK036391;Amsterdam;Noord-Holland Zuid;Noord-Holland;406;7;10733.8039;0;0;0;0;3766.60642;10733.8039;600048.465;91026.3218;591890.276
BU03639101;WK036391;Amsterdam;Noord-Holland Zuid;Noord-Holland;1933;40;51256.9819;0;0;0;0;17762.8152;51256.9819;2865402.94;429268.034;960783.99
BU03639102;WK036391;Amsterdam;Noord-Holland Zuid;Noord-Holland;2190;49;56650.6966;0;6672.65853;0;0;20496.0229;63323.3551;3166926.08;495320.552;1471484.17
BU03639103;WK036391;Amsterdam;Noord-Holland Zuid;Noord-Holland;6;20;358.019771;0;0;0;0;66.98496;358.019771;20014.2667;1618.8032;395826.748
BU03639200;WK036392;Amsterdam;Noord-Holland Zuid;Noord-Holland;0;157;0;0;0;0;0;0;0;0;0;3234774.37
BU03639201;WK036392;Amsterdam;Noord-Holland Zuid;Noord-Holland;0;289;0;0;0;0;0;0;0;0;0;6188320.85
BU03639202;WK036392;Amsterdam;Noord-Holland Zuid;Noord-Holland;0;300;0;0;0;0;0;0;0;0;0;1742877.01
BU03639203;WK036392;Amsterdam;Noord-Holland Zuid;Noord-Holland;385;56;7316.43686;0;0;0;0;3357.03712;7316.43686;409008.469;81128.3971;1653210.49
BU03639204;WK036392;Amsterdam;Noord-Holland Zuid;Noord-Holland;2;28;92.2261898;0;0;0;0;22.49456;92.2261898;5155.6917;543.618533;1093258.47
BU03639205;WK036392;Amsterdam;Noord-Holland Zuid;Noord-Holland;0;18;0;0;0;0;0;0;0;0;0;2749162.81
BU03639206;WK036392;Amsterdam;Noord-Holland Zuid;Noord-Holland;8;10;387.030104;0;0;0;0;84.96128;387.030104;21636.0222;2053.23093;257746.323
BU03639300;WK036393;Amsterdam;Noord-Holland Zuid;Noord-Holland;2816;24;66578.2275;0;0;0;0;25303.6788;66578.2275;3721901.72;611505.572;786676.808
BU03639301;WK036393;Amsterdam;Noord-Holland Zuid;Noord-Holland;1716;13;42217.046;0;0;0;0;15658.7528;42217.046;2360046.25;378419.859;617852.532
BU03639302;WK036393;Amsterdam;Noord-Holland Zuid;Noord-Holland;1681;49;35021.4541;0;0;0;0;14766.6026;35021.4541;1957793.34;356859.563;249782.799
BU03639303;WK036393;Amsterdam;Noord-Holland Zuid;Noord-Holland;1318;59;32292.3393;0;0;0;0;13110.9432;32292.3393;1805228.49;316847.795;489024.653
BU03639304;WK036393;Amsterdam;Noord-Holland Zuid;Noord-Holland;679;292;15146.2356;0;0;0;0;6149.41239;15146.2356;846715.244;148610.8;3610591.35
BU03639305;WK036393;Amsterdam;Noord-Holland Zuid;Noord-Holland;898;6;20959.8714;0;0;0;0;8225.18672;20959.8714;1171713.1;198775.346;375658.559
BU03639306;WK036393;Amsterdam;Noord-Holland Zuid;Noord-Holland;1274;23;34341.5323;0;0;0;0;11535.457;34341.5323;1919783.88;278773.545;407278.935
BU03639307;WK036393;Amsterdam;Noord-Holland Zuid;Noord-Holland;1128;12;30011.3551;0;0;0;0;10260.2151;30011.3551;1677715.35;247955.199;334767.151
BU03639308;WK036393;Amsterdam;Noord-Holland Zuid;Noord-Holland;82;4;0;2963.85171;0;0;0;814.6065;2963.85171;0;19686.3238;149883.375
BU03639309;WK036393;Amsterdam;Noord-Holland Zuid;Noord-Holland;247;5;7070.30159;0;0;0;0;2587.64656;7070.30159;395248.847;62534.7919;108800.481
BU03639310;WK036393;Amsterdam;Noord-Holland Zuid;Noord-Holland;0;6;0;0;0;0;0;0;0;0;0;62932.283
BU03639400;WK036394;Amsterdam;Noord-Holland Zuid;Noord-Holland;653;13;17917.6828;0;0;0;0;7039.9408;17917.6828;1001646.59;170131.903;449210.795
BU03639401;WK036394;Amsterdam;Noord-Holland Zuid;Noord-Holland;1478;96;35560.8471;0;962.323043;0;0;14403.8678;36523.1702;1987946.86;348093.471;1041479.43
BU03639402;WK036394;Amsterdam;Noord-Holland Zuid;Noord-Holland;1088;31;18213.4351;0;8420.09183;0;0;9729.05364;26633.5269;1018179.94;235118.796;402303.864
BU03639403;WK036394;Amsterdam;Noord-Holland Zuid;Noord-Holland;1375;15;32114.9169;0;0;0;0;12696.1546;32114.9169;1795310.1;306823.737;467039.826
BU03639404;WK036394;Amsterdam;Noord-Holland Zuid;Noord-Holland;381;12;13607.7343;0;0;0;0;4145.78605;13607.7343;760708.892;100189.829;300098.025
BU03639405;WK036394;Amsterdam;Noord-Holland Zuid;Noord-Holland;1156;95;14076.4889;0;11143.6464;0;0;10119.2203;25220.1353;786913.535;244547.824;582256.467
BU03639406;WK036394;Amsterdam;Noord-Holland Zuid;Noord-Holland;452;5;9673.83993;0;2333.22545;0;0;4755.03984;12007.0654;540793.632;114913.463;260213.653
BU03639407;WK036394;Amsterdam;Noord-Holland Zuid;Noord-Holland;503;1;12483.8935;0;0;0;0;5236.90272;12483.8935;697883.173;126558.482;238636.906
BU03639408;WK036394;Amsterdam;Noord-Holland Zuid;Noord-Holland;635;6;11577.0219;0;4023.61679;0;0;6356.5884;15600.6386;647186.613;153617.553;354432.244
BU03639409;WK036394;Amsterdam;Noord-Holland Zuid;Noord-Holland;1713;13;14452.9982;0;33975.2041;0;0;15569.9004;48428.2023;807961.417;376272.592;1100922.11
BU03639410;WK036394;Amsterdam;Noord-Holland Zuid;Noord-Holland;1055;8;24718.419;0;8229.02017;0;0;10500.1455;32947.4392;1381826.01;253753.517;671639.447
BU03639411;WK036394;Amsterdam;Noord-Holland Zuid;Noord-Holland;178;1;4512.11684;0;0;0;0;1948.7424;4512.11684;252239.449;47094.608;94523.2829
BU03639412;WK036394;Amsterdam;Noord-Holland Zuid;Noord-Holland;951;11;18228.9691;0;0;0;0;8639.97555;18228.9691;1019048.33;208799.409;172246.292
BU03639413;WK036394;Amsterdam;Noord-Holland Zuid;Noord-Holland;1354;23;22246.9903;0;13596.1767;0;0;11877.0661;35843.167;1243666.5;287029.098;528651.277
BU03639500;WK036395;Amsterdam;Noord-Holland Zuid;Noord-Holland;1636;10;41294.4186;0;0;0;0;14969.2728;41294.4186;2308468.9;361757.425;549655.444
BU03639501;WK036395;Amsterdam;Noord-Holland Zuid;Noord-Holland;6;6;344.413288;0;0;0;0;65.28816;344.413288;19253.6277;1577.7972;189771.209
BU03639502;WK036395;Amsterdam;Noord-Holland Zuid;Noord-Holland;20;5;965.733673;0;0;0;0;216.541518;965.733673;53987.1059;5233.08668;666909.994
BU03639600;WK036396;Amsterdam;Noord-Holland Zuid;Noord-Holland;1368;34;35070.7693;0;0;0;0;12369.6885;35070.7693;1960550.19;298934.138;474902.926
BU03639601;WK036396;Amsterdam;Noord-Holland Zuid;Noord-Holland;1828;7;46910.9384;0;0;0;0;16884.6554;46910.9384;2622447.44;408045.839;596016.343
BU03639602;WK036396;Amsterdam;Noord-Holland Zuid;Noord-Holland;1068;8;33901.9176;0;0;0;0;11358.2259;33901.9176;1895208.24;274490.459;693487.453
BU03639603;WK036396;Amsterdam;Noord-Holland Zuid;Noord-Holland;948;61;25651.6877;0;0;0;0;8742.12395;25651.6877;1433998.23;211267.996;679298.505
BU03639604;WK036396;Amsterdam;Noord-Holland Zuid;Noord-Holland;844;42;21853.8274;0;0;0;0;7682.62186;21853.8274;1221687.64;185663.362;417594.474
BU03639605;WK036396;Amsterdam;Noord-Holland Zuid;Noord-Holland;1144;3;32613.5398;0;0;0;0;11029.5521;32613.5398;1823184.46;266547.508;504792.783
BU03639700;WK036397;Amsterdam;Noord-Holland Zuid;Noord-Holland;1575;29;41594.9525;0;0;0;0;14252.9102;41594.9525;2325269.55;344445.329;679829.954
BU03639701;WK036397;Amsterdam;Noord-Holland Zuid;Noord-Holland;747;9;19887.1265;0;0;0;0;6759.56863;19887.1265;1111743.78;163356.242;350721.323
BU03639702;WK036397;Amsterdam;Noord-Holland Zuid;Noord-Holland;1261;3;42873.2994;0;0;0;0;13575.7517;42873.2994;2396732.58;328080.666;906488.126
BU03639703;WK036397;Amsterdam;Noord-Holland Zuid;Noord-Holland;1557;3;44754.8088;0;0;0;0;15620.0413;44754.8088;2501914.01;377484.332;741601.85
BU03639800;WK036398;Amsterdam;Noord-Holland Zuid;Noord-Holland;635;16;0;20545.1371;0;0;0;6176.89382;20545.1371;0;149274.934;508483.456
BU03639801;WK036398;Amsterdam;Noord-Holland Zuid;Noord-Holland;37;2;1827.94434;0;0;0;0;405.32048;1827.94434;102186.998;9795.24493;113147.536
BU03700000;WK037000;Beemster;Noord-Holland Zuid;Noord-Holland;1763;153;65045.9267;0;0;0;0;19146.8489;65045.9267;3636241.99;462715.515;2083670.71
BU03700001;WK037000;Beemster;Noord-Holland Zuid;Noord-Holland;157;14;8030.25945;0;0;0;0;1748.89381;8030.25945;448913.069;42264.9336;416414.579
BU03700002;WK037000;Beemster;Noord-Holland Zuid;Noord-Holland;128;10;7388.38417;0;0;0;0;1440.95894;7388.38417;413030.518;34823.1744;396031.107
BU03700003;WK037000;Beemster;Noord-Holland Zuid;Noord-Holland;40;1;2321.01657;0;0;0;0;461.477997;2321.01657;129751.059;11152.3849;196880.049
BU03700006;WK037000;Beemster;Noord-Holland Zuid;Noord-Holland;207;14;10696.2221;0;0;0;0;2324.70643;10696.2221;597947.539;56180.4055;1212273.7
BU03700007;WK037000;Beemster;Noord-Holland Zuid;Noord-Holland;97;7;5676.99777;0;0;0;0;1082.2141;5676.99777;317359.422;26153.5074;588694.856
BU03700008;WK037000;Beemster;Noord-Holland Zuid;Noord-Holland;78;3;4792.4578;0;0;0;0;888.743935;4792.4578;267911.262;21477.9784;630358.584
BU03700009;WK037000;Beemster;Noord-Holland Zuid;Noord-Holland;163;14;9726.37215;0;0;0;0;1850.5572;9726.37215;543730.324;44721.799;1088944.41
BU03700100;WK037001;Beemster;Noord-Holland Zuid;Noord-Holland;1142;99;50592.0178;0;68.0956514;0;0;12435.7444;50660.1134;2828229.67;300530.489;1494839.47
BU03700109;WK037001;Beemster;Noord-Holland Zuid;Noord-Holland;150;12;8621.88779;0;0;0;0;1676.43956;8621.88779;481986.683;40513.9561;603426.878
BU03730101;WK037301;Bergen (NH.);Noord-Holland Noord;Noord-Holland;347;186;13018.4969;0;0;0;0;3520.82907;13018.4969;727768.939;85086.7025;800805.427
BU03730102;WK037301;Bergen (NH.);Noord-Holland Noord;Noord-Holland;306;37;15216.0274;0;0;0;0;3334.00494;15216.0274;850616.796;80571.7861;589385.513
BU03730103;WK037301;Bergen (NH.);Noord-Holland Noord;Noord-Holland;580;129;27623.2882;0;0;0;0;6171.50021;27623.2882;1544215.99;149144.588;740881.628
BU03730104;WK037301;Bergen (NH.);Noord-Holland Noord;Noord-Holland;259;90;10204.2063;0;0;0;0;2740.88784;10204.2063;570442.535;66238.1228;258147.887
BU03730105;WK037301;Bergen (NH.);Noord-Holland Noord;Noord-Holland;148;3;5628.47186;0;0;0;0;1658.51442;5628.47186;314646.693;40080.7653;120926.195
BU03730106;WK037301;Bergen (NH.);Noord-Holland Noord;Noord-Holland;63;14;2835.73762;0;0;0;0;658.856965;2835.73762;158525.349;15922.3767;538627.858
BU03730107;WK037301;Bergen (NH.);Noord-Holland Noord;Noord-Holland;735;71;28499.5144;0;0;0;0;7829.58137;28499.5144;1593199.39;189214.883;742810.732
BU03730108;WK037301;Bergen (NH.);Noord-Holland Noord;Noord-Holland;310;44;13676.7223;0;0;0;0;3288.03556;13676.7223;764565.508;79460.8594;691261.421
BU03730109;WK037301;Bergen (NH.);Noord-Holland Noord;Noord-Holland;781;264;0;27576.3899;0;0;0;7367.23396;27576.3899;0;178041.487;724045.755
BU03730110;WK037301;Bergen (NH.);Noord-Holland Noord;Noord-Holland;569;70;24303.334;0;0;0;0;6092.4286;24303.334;1358621.64;147233.691;758661.469
BU03730111;WK037301;Bergen (NH.);Noord-Holland Noord;Noord-Holland;530;119;24767.1405;0;0;0;0;5581.33854;24767.1405;1384549.67;134882.348;694478.312
BU03730112;WK037301;Bergen (NH.);Noord-Holland Noord;Noord-Holland;254;18;10655.6177;0;0;0;0;2776.34274;10655.6177;595677.644;67094.9494;259465.997
BU03730113;WK037301;Bergen (NH.);Noord-Holland Noord;Noord-Holland;291;1;9692.12447;0;0;0;0;3058.79248;9692.12447;541815.787;73920.8182;192018.826
BU03730114;WK037301;Bergen (NH.);Noord-Holland Noord;Noord-Holland;265;5;9396.77892;0;0;0;0;2855.42079;9396.77892;525305.178;69006.0024;242878.25
BU03730115;WK037301;Bergen (NH.);Noord-Holland Noord;Noord-Holland;132;4;2839.15419;0;0;0;0;1218.34696;2839.15419;158716.344;29443.3849;55386.9642
BU03730116;WK037301;Bergen (NH.);Noord-Holland Noord;Noord-Holland;372;89;19543.3583;0;0;0;0;4084.36875;19543.3583;1092526.22;98705.5781;548563.902
BU03730117;WK037301;Bergen (NH.);Noord-Holland Noord;Noord-Holland;174;25;10431.7891;0;0;0;0;1997.18443;10431.7891;583165.024;48265.2905;543132.509
BU03730200;WK037302;Bergen (NH.);Noord-Holland Noord;Noord-Holland;410;129;17978.1539;0;0;0;0;4245.08268;17978.1539;1005027.08;102589.498;883450.804
